,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
826,Fri Apr 16 2021,7:00p,Oklahoma City Thunder,104,Detroit Pistons,110,Little Caesars Arena,6,Oklahoma City Thunder Vs Detroit Pistons,Detroit Pistons
827,Fri Apr 16 2021,7:00p,Los Angeles Clippers,103,Philadelphia 76ers,106,Wells Fargo Center,3,Los Angeles Clippers Vs Philadelphia 76ers,Philadelphia 76ers
828,Fri Apr 16 2021,7:00p,New Orleans Pelicans,115,Washington Wizards,117,Capital One Arena,2,New Orleans Pelicans Vs Washington Wizards,Washington Wizards
829,Fri Apr 16 2021,7:30p,Charlotte Hornets,115,Brooklyn Nets,130,Barclays Center,15,Charlotte Hornets Vs Brooklyn Nets,Brooklyn Nets
830,Fri Apr 16 2021,7:30p,Orlando Magic,102,Toronto Raptors,113,Amalie Arena,11,Orlando Magic Vs Toronto Raptors,Toronto Raptors
831,Fri Apr 16 2021,8:00p,Memphis Grizzlies,126,Chicago Bulls,115,United Center,11,Memphis Grizzlies Vs Chicago Bulls,Memphis Grizzlies
832,Fri Apr 16 2021,8:00p,Denver Nuggets,128,Houston Rockets,99,Toyota Center,29,Denver Nuggets Vs Houston Rockets,Denver Nuggets
833,Fri Apr 16 2021,8:00p,Miami Heat,111,Minnesota Timberwolves,119,Target Center,8,Miami Heat Vs Minnesota Timberwolves,Minnesota Timberwolves
834,Fri Apr 16 2021,8:30p,Portland Trail Blazers,107,San Antonio Spurs,106,AT&T Center,1,Portland Trail Blazers Vs San Antonio Spurs,Portland Trail Blazers
835,Fri Apr 16 2021,9:30p,New York Knicks,117,Dallas Mavericks,109,American Airlines Center,8,New York Knicks Vs Dallas Mavericks,New York Knicks
836,Sat Apr 17 2021,4:30p,Utah Jazz,115,Los Angeles Lakers,127,STAPLES Center,12,Utah Jazz Vs Los Angeles Lakers,Los Angeles Lakers
837,Sat Apr 17 2021,8:00p,Cleveland Cavaliers,96,Chicago Bulls,106,United Center,10,Cleveland Cavaliers Vs Chicago Bulls,Chicago Bulls
838,Sat Apr 17 2021,8:00p,Detroit Pistons,100,Washington Wizards,121,Capital One Arena,21,Detroit Pistons Vs Washington Wizards,Washington Wizards
839,Sat Apr 17 2021,8:30p,Golden State Warriors,114,Boston Celtics,119,TD Garden,5,Golden State Warriors Vs Boston Celtics,Boston Celtics
840,Sat Apr 17 2021,9:00p,Memphis Grizzlies,128,Milwaukee Bucks,115,Fiserv Forum,13,Memphis Grizzlies Vs Milwaukee Bucks,Memphis Grizzlies
841,Sat Apr 17 2021,10:00p,San Antonio Spurs,111,Phoenix Suns,85,Phoenix Suns Arena,26,San Antonio Spurs Vs Phoenix Suns,San Antonio Spurs
842,Sun Apr 18 2021,1:00p,Indiana Pacers,117,Atlanta Hawks,129,State Farm Arena,12,Indiana Pacers Vs Atlanta Hawks,Atlanta Hawks
843,Sun Apr 18 2021,1:00p,New Orleans Pelicans,112,New York Knicks,122,Madison Square Garden (IV),10,New Orleans Pelicans Vs New York Knicks,New York Knicks
844,Sun Apr 18 2021,3:30p,Brooklyn Nets,107,Miami Heat,109,AmericanAirlines Arena,2,Brooklyn Nets Vs Miami Heat,Miami Heat
845,Sun Apr 18 2021,7:00p,Portland Trail Blazers,101,Charlotte Hornets,109,Spectrum Center,8,Portland Trail Blazers Vs Charlotte Hornets,Charlotte Hornets
846,Sun Apr 18 2021,7:00p,Houston Rockets,114,Orlando Magic,110,Amway Center,4,Houston Rockets Vs Orlando Magic,Houston Rockets
847,Sun Apr 18 2021,7:00p,Oklahoma City Thunder,106,Toronto Raptors,112,Amalie Arena,6,Oklahoma City Thunder Vs Toronto Raptors,Toronto Raptors
848,Sun Apr 18 2021,7:30p,Sacramento Kings,121,Dallas Mavericks,107,American Airlines Center,14,Sacramento Kings Vs Dallas Mavericks,Sacramento Kings
849,Sun Apr 18 2021,10:00p,Minnesota Timberwolves,105,Los Angeles Clippers,124,STAPLES Center,19,Minnesota Timberwolves Vs Los Angeles Clippers,Los Angeles Clippers
850,Mon Apr 19 2021,7:00p,Cleveland Cavaliers,105,Detroit Pistons,109,Little Caesars Arena,4,Cleveland Cavaliers Vs Detroit Pistons,Detroit Pistons
851,Mon Apr 19 2021,7:30p,Chicago Bulls,102,Boston Celtics,96,TD Garden,6,Chicago Bulls Vs Boston Celtics,Chicago Bulls
852,Mon Apr 19 2021,7:30p,Golden State Warriors,107,Philadelphia 76ers,96,Wells Fargo Center,11,Golden State Warriors Vs Philadelphia 76ers,Golden State Warriors
853,Mon Apr 19 2021,8:00p,San Antonio Spurs,109,Indiana Pacers,94,Bankers Life Fieldhouse,15,San Antonio Spurs Vs Indiana Pacers,San Antonio Spurs
854,Mon Apr 19 2021,8:00p,Houston Rockets,91,Miami Heat,113,AmericanAirlines Arena,22,Houston Rockets Vs Miami Heat,Miami Heat
855,Mon Apr 19 2021,8:00p,Phoenix Suns,128,Milwaukee Bucks,127,Fiserv Forum,1,Phoenix Suns Vs Milwaukee Bucks,Phoenix Suns
856,Mon Apr 19 2021,8:00p,Oklahoma City Thunder,107,Washington Wizards,119,Capital One Arena,12,Oklahoma City Thunder Vs Washington Wizards,Washington Wizards
857,Mon Apr 19 2021,9:00p,Memphis Grizzlies,137,Denver Nuggets,139,Ball Arena,2,Memphis Grizzlies Vs Denver Nuggets,Denver Nuggets
858,Mon Apr 19 2021,10:00p,Utah Jazz,111,Los Angeles Lakers,97,STAPLES Center,14,Utah Jazz Vs Los Angeles Lakers,Utah Jazz
859,Tue Apr 20 2021,7:30p,Orlando Magic,96,Atlanta Hawks,112,State Farm Arena,16,Orlando Magic Vs Atlanta Hawks,Atlanta Hawks
860,Tue Apr 20 2021,7:30p,Brooklyn Nets,134,New Orleans Pelicans,129,Smoothie King Center,5,Brooklyn Nets Vs New Orleans Pelicans,Brooklyn Nets
861,Tue Apr 20 2021,7:30p,Charlotte Hornets,97,New York Knicks,109,Madison Square Garden (IV),12,Charlotte Hornets Vs New York Knicks,New York Knicks
862,Tue Apr 20 2021,10:00p,Los Angeles Clippers,113,Portland Trail Blazers,112,Moda Center,1,Los Angeles Clippers Vs Portland Trail Blazers,Los Angeles Clippers
863,Tue Apr 20 2021,10:00p,Minnesota Timberwolves,134,Sacramento Kings,120,Golden 1 Center,14,Minnesota Timberwolves Vs Sacramento Kings,Minnesota Timberwolves
864,Wed Apr 21 2021,7:00p,Chicago Bulls,105,Cleveland Cavaliers,121,Rocket Mortgage Fieldhouse,16,Chicago Bulls Vs Cleveland Cavaliers,Cleveland Cavaliers
865,Wed Apr 21 2021,7:00p,Oklahoma City Thunder,116,Indiana Pacers,122,Bankers Life Fieldhouse,6,Oklahoma City Thunder Vs Indiana Pacers,Indiana Pacers
866,Wed Apr 21 2021,7:00p,Phoenix Suns,116,Philadelphia 76ers,113,Wells Fargo Center,3,Phoenix Suns Vs Philadelphia 76ers,Phoenix Suns
867,Wed Apr 21 2021,7:00p,Brooklyn Nets,103,Toronto Raptors,114,Amalie Arena,11,Brooklyn Nets Vs Toronto Raptors,Toronto Raptors
868,Wed Apr 21 2021,7:00p,Golden State Warriors,114,Washington Wizards,118,Capital One Arena,4,Golden State Warriors Vs Washington Wizards,Washington Wizards
869,Wed Apr 21 2021,8:00p,Utah Jazz,112,Houston Rockets,89,Toyota Center,23,Utah Jazz Vs Houston Rockets,Utah Jazz
870,Wed Apr 21 2021,8:00p,Atlanta Hawks,127,New York Knicks,137,Madison Square Garden (IV),10,Atlanta Hawks Vs New York Knicks,New York Knicks
871,Wed Apr 21 2021,8:30p,Detroit Pistons,117,Dallas Mavericks,127,American Airlines Center,10,Detroit Pistons Vs Dallas Mavericks,Dallas Mavericks
872,Wed Apr 21 2021,8:30p,Miami Heat,107,San Antonio Spurs,87,AT&T Center,20,Miami Heat Vs San Antonio Spurs,Miami Heat
873,Wed Apr 21 2021,10:00p,Memphis Grizzlies,105,Los Angeles Clippers,117,STAPLES Center,12,Memphis Grizzlies Vs Los Angeles Clippers,Los Angeles Clippers
874,Wed Apr 21 2021,10:00p,Denver Nuggets,106,Portland Trail Blazers,105,Moda Center,1,Denver Nuggets Vs Portland Trail Blazers,Denver Nuggets
875,Wed Apr 21 2021,10:00p,Minnesota Timberwolves,125,Sacramento Kings,128,Golden 1 Center,3,Minnesota Timberwolves Vs Sacramento Kings,Sacramento Kings
876,Thu Apr 22 2021,7:00p,Phoenix Suns,86,Boston Celtics,99,TD Garden,13,Phoenix Suns Vs Boston Celtics,Boston Celtics
877,Thu Apr 22 2021,7:00p,Philadelphia 76ers,117,Milwaukee Bucks,124,Fiserv Forum,7,Philadelphia 76ers Vs Milwaukee Bucks,Milwaukee Bucks
878,Thu Apr 22 2021,7:00p,New Orleans Pelicans,135,Orlando Magic,100,Amway Center,35,New Orleans Pelicans Vs Orlando Magic,New Orleans Pelicans
879,Thu Apr 22 2021,8:30p,Detroit Pistons,91,San Antonio Spurs,106,AT&T Center,15,Detroit Pistons Vs San Antonio Spurs,San Antonio Spurs
880,Thu Apr 22 2021,9:00p,Charlotte Hornets,91,Chicago Bulls,108,United Center,17,Charlotte Hornets Vs Chicago Bulls,Chicago Bulls
881,Thu Apr 22 2021,9:30p,Los Angeles Lakers,110,Dallas Mavericks,115,American Airlines Center,5,Los Angeles Lakers Vs Dallas Mavericks,Dallas Mavericks
882,Fri Apr 23 2021,7:30p,Miami Heat,103,Atlanta Hawks,118,State Farm Arena,15,Miami Heat Vs Atlanta Hawks,Atlanta Hawks
883,Fri Apr 23 2021,7:30p,Boston Celtics,104,Brooklyn Nets,109,Barclays Center,5,Boston Celtics Vs Brooklyn Nets,Brooklyn Nets
884,Fri Apr 23 2021,8:00p,Cleveland Cavaliers,102,Charlotte Hornets,108,Spectrum Center,6,Cleveland Cavaliers Vs Charlotte Hornets,Charlotte Hornets
885,Fri Apr 23 2021,8:00p,Los Angeles Clippers,109,Houston Rockets,104,Toyota Center,5,Los Angeles Clippers Vs Houston Rockets,Los Angeles Clippers
886,Fri Apr 23 2021,8:00p,Washington Wizards,129,Oklahoma City Thunder,109,Chesapeake Energy Arena,20,Washington Wizards Vs Oklahoma City Thunder,Washington Wizards
887,Fri Apr 23 2021,10:00p,Denver Nuggets,97,Golden State Warriors,118,Chase Center,21,Denver Nuggets Vs Golden State Warriors,Golden State Warriors
888,Fri Apr 23 2021,10:00p,Memphis Grizzlies,130,Portland Trail Blazers,128,Moda Center,2,Memphis Grizzlies Vs Portland Trail Blazers,Memphis Grizzlies
889,Sat Apr 24 2021,1:00p,Toronto Raptors,103,New York Knicks,120,Madison Square Garden (IV),17,Toronto Raptors Vs New York Knicks,New York Knicks
890,Sat Apr 24 2021,3:30p,Philadelphia 76ers,94,Milwaukee Bucks,132,Fiserv Forum,38,Philadelphia 76ers Vs Milwaukee Bucks,Milwaukee Bucks
891,Sat Apr 24 2021,7:00p,Detroit Pistons,109,Indiana Pacers,115,Bankers Life Fieldhouse,6,Detroit Pistons Vs Indiana Pacers,Indiana Pacers
892,Sat Apr 24 2021,8:00p,Chicago Bulls,101,Miami Heat,106,AmericanAirlines Arena,5,Chicago Bulls Vs Miami Heat,Miami Heat
893,Sat Apr 24 2021,8:00p,San Antonio Spurs,110,New Orleans Pelicans,108,Smoothie King Center,2,San Antonio Spurs Vs New Orleans Pelicans,San Antonio Spurs
894,Sat Apr 24 2021,8:30p,Los Angeles Lakers,93,Dallas Mavericks,108,American Airlines Center,15,Los Angeles Lakers Vs Dallas Mavericks,Dallas Mavericks
895,Sat Apr 24 2021,9:00p,Minnesota Timberwolves,101,Utah Jazz,96,Vivint Smart Home Arena,5,Minnesota Timberwolves Vs Utah Jazz,Minnesota Timberwolves
896,Sat Apr 24 2021,10:00p,Houston Rockets,116,Denver Nuggets,129,Ball Arena,13,Houston Rockets Vs Denver Nuggets,Denver Nuggets
897,Sun Apr 25 2021,1:00p,Boston Celtics,104,Charlotte Hornets,125,Spectrum Center,21,Boston Celtics Vs Charlotte Hornets,Charlotte Hornets
898,Sun Apr 25 2021,3:30p,Phoenix Suns,119,Brooklyn Nets,128,Barclays Center,9,Phoenix Suns Vs Brooklyn Nets,Brooklyn Nets
899,Sun Apr 25 2021,4:00p,Memphis Grizzlies,120,Portland Trail Blazers,113,Moda Center,7,Memphis Grizzlies Vs Portland Trail Blazers,Memphis Grizzlies
900,Sun Apr 25 2021,7:00p,Cleveland Cavaliers,110,Washington Wizards,119,Capital One Arena,9,Cleveland Cavaliers Vs Washington Wizards,Washington Wizards
901,Sun Apr 25 2021,7:30p,Milwaukee Bucks,104,Atlanta Hawks,111,State Farm Arena,7,Milwaukee Bucks Vs Atlanta Hawks,Atlanta Hawks
902,Sun Apr 25 2021,8:00p,Indiana Pacers,131,Orlando Magic,112,Amway Center,19,Indiana Pacers Vs Orlando Magic,Indiana Pacers
903,Sun Apr 25 2021,10:00p,Sacramento Kings,113,Golden State Warriors,117,Chase Center,4,Sacramento Kings Vs Golden State Warriors,Golden State Warriors
904,Mon Apr 26 2021,7:00p,Atlanta Hawks,86,Detroit Pistons,100,Little Caesars Arena,14,Atlanta Hawks Vs Detroit Pistons,Detroit Pistons
905,Mon Apr 26 2021,7:00p,Los Angeles Lakers,114,Orlando Magic,103,Amway Center,11,Los Angeles Lakers Vs Orlando Magic,Los Angeles Lakers
906,Mon Apr 26 2021,7:00p,Oklahoma City Thunder,90,Philadelphia 76ers,121,Wells Fargo Center,31,Oklahoma City Thunder Vs Philadelphia 76ers,Philadelphia 76ers
907,Mon Apr 26 2021,7:00p,San Antonio Spurs,146,Washington Wizards,143,Capital One Arena,3,San Antonio Spurs Vs Washington Wizards,San Antonio Spurs
908,Mon Apr 26 2021,7:30p,Phoenix Suns,118,New York Knicks,110,Madison Square Garden (IV),8,Phoenix Suns Vs New York Knicks,Phoenix Suns
909,Mon Apr 26 2021,7:30p,Cleveland Cavaliers,96,Toronto Raptors,112,Amalie Arena,16,Cleveland Cavaliers Vs Toronto Raptors,Toronto Raptors
910,Mon Apr 26 2021,8:00p,Chicago Bulls,110,Miami Heat,102,AmericanAirlines Arena,8,Chicago Bulls Vs Miami Heat,Chicago Bulls
911,Mon Apr 26 2021,8:00p,Utah Jazz,104,Minnesota Timberwolves,105,Target Center,1,Utah Jazz Vs Minnesota Timberwolves,Minnesota Timberwolves
912,Mon Apr 26 2021,8:00p,Los Angeles Clippers,103,New Orleans Pelicans,120,Smoothie King Center,17,Los Angeles Clippers Vs New Orleans Pelicans,New Orleans Pelicans
913,Mon Apr 26 2021,9:00p,Memphis Grizzlies,96,Denver Nuggets,120,Ball Arena,24,Memphis Grizzlies Vs Denver Nuggets,Denver Nuggets
914,Mon Apr 26 2021,10:00p,Dallas Mavericks,106,Sacramento Kings,113,Golden 1 Center,7,Dallas Mavericks Vs Sacramento Kings,Sacramento Kings
915,Tue Apr 27 2021,7:00p,Oklahoma City Thunder,119,Boston Celtics,115,TD Garden,4,Oklahoma City Thunder Vs Boston Celtics,Oklahoma City Thunder
916,Tue Apr 27 2021,7:00p,Milwaukee Bucks,114,Charlotte Hornets,104,Spectrum Center,10,Milwaukee Bucks Vs Charlotte Hornets,Milwaukee Bucks
917,Tue Apr 27 2021,7:00p,Portland Trail Blazers,133,Indiana Pacers,112,Bankers Life Fieldhouse,21,Portland Trail Blazers Vs Indiana Pacers,Portland Trail Blazers
918,Tue Apr 27 2021,7:30p,Brooklyn Nets,116,Toronto Raptors,103,Amalie Arena,13,Brooklyn Nets Vs Toronto Raptors,Brooklyn Nets
919,Tue Apr 27 2021,9:00p,Minnesota Timberwolves,114,Houston Rockets,107,Toyota Center,7,Minnesota Timberwolves Vs Houston Rockets,Minnesota Timberwolves
920,Tue Apr 27 2021,9:30p,Dallas Mavericks,133,Golden State Warriors,103,Chase Center,30,Dallas Mavericks Vs Golden State Warriors,Dallas Mavericks
921,Wed Apr 28 2021,7:00p,Orlando Magic,109,Cleveland Cavaliers,104,Rocket Mortgage Fieldhouse,5,Orlando Magic Vs Cleveland Cavaliers,Orlando Magic
922,Wed Apr 28 2021,7:00p,Atlanta Hawks,83,Philadelphia 76ers,127,Wells Fargo Center,44,Atlanta Hawks Vs Philadelphia 76ers,Philadelphia 76ers
923,Wed Apr 28 2021,7:30p,Charlotte Hornets,111,Boston Celtics,120,TD Garden,9,Charlotte Hornets Vs Boston Celtics,Boston Celtics
924,Wed Apr 28 2021,7:30p,Chicago Bulls,94,New York Knicks,113,Madison Square Garden (IV),19,Chicago Bulls Vs New York Knicks,New York Knicks
925,Wed Apr 28 2021,7:30p,Los Angeles Lakers,107,Washington Wizards,116,Capital One Arena,9,Los Angeles Lakers Vs Washington Wizards,Washington Wizards
926,Wed Apr 28 2021,8:00p,San Antonio Spurs,111,Miami Heat,116,AmericanAirlines Arena,5,San Antonio Spurs Vs Miami Heat,Miami Heat
927,Wed Apr 28 2021,9:00p,New Orleans Pelicans,112,Denver Nuggets,114,Ball Arena,2,New Orleans Pelicans Vs Denver Nuggets,Denver Nuggets
928,Wed Apr 28 2021,9:00p,Portland Trail Blazers,130,Memphis Grizzlies,109,FedEx Forum,21,Portland Trail Blazers Vs Memphis Grizzlies,Portland Trail Blazers
929,Wed Apr 28 2021,10:00p,Los Angeles Clippers,101,Phoenix Suns,109,Phoenix Suns Arena,8,Los Angeles Clippers Vs Phoenix Suns,Phoenix Suns
930,Wed Apr 28 2021,10:00p,Utah Jazz,154,Sacramento Kings,105,Golden 1 Center,49,Utah Jazz Vs Sacramento Kings,Utah Jazz
931,Thu Apr 29 2021,7:00p,Dallas Mavericks,115,Detroit Pistons,105,Little Caesars Arena,10,Dallas Mavericks Vs Detroit Pistons,Dallas Mavericks
932,Thu Apr 29 2021,7:00p,Brooklyn Nets,130,Indiana Pacers,113,Bankers Life Fieldhouse,17,Brooklyn Nets Vs Indiana Pacers,Brooklyn Nets
933,Thu Apr 29 2021,8:00p,Milwaukee Bucks,136,Houston Rockets,143,Toyota Center,7,Milwaukee Bucks Vs Houston Rockets,Houston Rockets
934,Thu Apr 29 2021,8:00p,Golden State Warriors,114,Minnesota Timberwolves,126,Target Center,12,Golden State Warriors Vs Minnesota Timberwolves,Minnesota Timberwolves
935,Thu Apr 29 2021,9:00p,Toronto Raptors,111,Denver Nuggets,121,Ball Arena,10,Toronto Raptors Vs Denver Nuggets,Denver Nuggets
936,Thu Apr 29 2021,9:00p,New Orleans Pelicans,109,Oklahoma City Thunder,95,Chesapeake Energy Arena,14,New Orleans Pelicans Vs Oklahoma City Thunder,New Orleans Pelicans
937,Fri Apr 30 2021,7:00p,Atlanta Hawks,104,Philadelphia 76ers,126,Wells Fargo Center,22,Atlanta Hawks Vs Philadelphia 76ers,Philadelphia 76ers
938,Fri Apr 30 2021,7:30p,San Antonio Spurs,140,Boston Celtics,143,TD Garden,3,San Antonio Spurs Vs Boston Celtics,Boston Celtics
939,Fri Apr 30 2021,7:30p,Washington Wizards,122,Cleveland Cavaliers,93,Rocket Mortgage Fieldhouse,29,Washington Wizards Vs Cleveland Cavaliers,Washington Wizards
940,Fri Apr 30 2021,8:00p,Portland Trail Blazers,128,Brooklyn Nets,109,Barclays Center,19,Portland Trail Blazers Vs Brooklyn Nets,Portland Trail Blazers
941,Fri Apr 30 2021,8:00p,Orlando Magic,75,Memphis Grizzlies,92,FedEx Forum,17,Orlando Magic Vs Memphis Grizzlies,Memphis Grizzlies
942,Fri Apr 30 2021,9:00p,Milwaukee Bucks,108,Chicago Bulls,98,United Center,10,Milwaukee Bucks Vs Chicago Bulls,Milwaukee Bucks
943,Fri Apr 30 2021,10:00p,Utah Jazz,100,Phoenix Suns,121,Phoenix Suns Arena,21,Utah Jazz Vs Phoenix Suns,Phoenix Suns
944,Fri Apr 30 2021,10:30p,Sacramento Kings,110,Los Angeles Lakers,106,STAPLES Center,4,Sacramento Kings Vs Los Angeles Lakers,Sacramento Kings
945,Sat May 1 2021,7:00p,Detroit Pistons,94,Charlotte Hornets,107,Spectrum Center,13,Detroit Pistons Vs Charlotte Hornets,Charlotte Hornets
946,Sat May 1 2021,7:30p,Golden State Warriors,113,Houston Rockets,87,Toyota Center,26,Golden State Warriors Vs Houston Rockets,Golden State Warriors
947,Sat May 1 2021,8:00p,Chicago Bulls,97,Atlanta Hawks,108,State Farm Arena,11,Chicago Bulls Vs Atlanta Hawks,Atlanta Hawks
948,Sat May 1 2021,8:00p,Miami Heat,124,Cleveland Cavaliers,107,Rocket Mortgage Fieldhouse,17,Miami Heat Vs Cleveland Cavaliers,Miami Heat
949,Sat May 1 2021,8:00p,New Orleans Pelicans,140,Minnesota Timberwolves,136,Target Center,4,New Orleans Pelicans Vs Minnesota Timberwolves,New Orleans Pelicans
950,Sat May 1 2021,8:00p,Indiana Pacers,152,Oklahoma City Thunder,95,Chesapeake Energy Arena,57,Indiana Pacers Vs Oklahoma City Thunder,Indiana Pacers
951,Sat May 1 2021,8:00p,Memphis Grizzlies,111,Orlando Magic,112,Amway Center,1,Memphis Grizzlies Vs Orlando Magic,Orlando Magic
952,Sat May 1 2021,9:00p,Washington Wizards,124,Dallas Mavericks,125,American Airlines Center,1,Washington Wizards Vs Dallas Mavericks,Dallas Mavericks
953,Sat May 1 2021,10:00p,Denver Nuggets,110,Los Angeles Clippers,104,STAPLES Center,6,Denver Nuggets Vs Los Angeles Clippers,Denver Nuggets
954,Sat May 1 2021,10:00p,Toronto Raptors,102,Utah Jazz,106,Vivint Smart Home Arena,4,Toronto Raptors Vs Utah Jazz,Utah Jazz
955,Sun May 2 2021,3:30p,Brooklyn Nets,114,Milwaukee Bucks,117,Fiserv Forum,3,Brooklyn Nets Vs Milwaukee Bucks,Milwaukee Bucks
956,Sun May 2 2021,7:30p,Portland Trail Blazers,129,Boston Celtics,119,TD Garden,10,Portland Trail Blazers Vs Boston Celtics,Portland Trail Blazers
957,Sun May 2 2021,8:00p,Miami Heat,121,Charlotte Hornets,111,Spectrum Center,10,Miami Heat Vs Charlotte Hornets,Miami Heat
958,Sun May 2 2021,8:00p,Sacramento Kings,111,Dallas Mavericks,99,American Airlines Center,12,Sacramento Kings Vs Dallas Mavericks,Sacramento Kings
959,Sun May 2 2021,8:00p,New York Knicks,122,Houston Rockets,97,Toyota Center,25,New York Knicks Vs Houston Rockets,New York Knicks
960,Sun May 2 2021,8:00p,Phoenix Suns,123,Oklahoma City Thunder,120,Chesapeake Energy Arena,3,Phoenix Suns Vs Oklahoma City Thunder,Phoenix Suns
961,Sun May 2 2021,8:00p,Philadelphia 76ers,113,San Antonio Spurs,111,AT&T Center,2,Philadelphia 76ers Vs San Antonio Spurs,Philadelphia 76ers
962,Sun May 2 2021,10:00p,Toronto Raptors,121,Los Angeles Lakers,114,STAPLES Center,7,Toronto Raptors Vs Los Angeles Lakers,Toronto Raptors
963,Mon May 3 2021,7:00p,Orlando Magic,119,Detroit Pistons,112,Little Caesars Arena,7,Orlando Magic Vs Detroit Pistons,Orlando Magic
964,Mon May 3 2021,7:00p,Indiana Pacers,141,Washington Wizards,154,Capital One Arena,13,Indiana Pacers Vs Washington Wizards,Washington Wizards
965,Mon May 3 2021,7:30p,Golden State Warriors,123,New Orleans Pelicans,108,Smoothie King Center,15,Golden State Warriors Vs New Orleans Pelicans,Golden State Warriors
966,Mon May 3 2021,8:00p,Portland Trail Blazers,114,Atlanta Hawks,123,State Farm Arena,9,Portland Trail Blazers Vs Atlanta Hawks,Atlanta Hawks
967,Mon May 3 2021,9:00p,Philadelphia 76ers,106,Chicago Bulls,94,United Center,12,Philadelphia 76ers Vs Chicago Bulls,Philadelphia 76ers
968,Mon May 3 2021,9:00p,New York Knicks,118,Memphis Grizzlies,104,FedEx Forum,14,New York Knicks Vs Memphis Grizzlies,New York Knicks
969,Mon May 3 2021,10:00p,Denver Nuggets,89,Los Angeles Lakers,93,STAPLES Center,4,Denver Nuggets Vs Los Angeles Lakers,Los Angeles Lakers
970,Mon May 3 2021,10:00p,San Antonio Spurs,99,Utah Jazz,110,Vivint Smart Home Arena,11,San Antonio Spurs Vs Utah Jazz,Utah Jazz
971,Tue May 4 2021,7:00p,Phoenix Suns,134,Cleveland Cavaliers,118,Rocket Mortgage Fieldhouse,16,Phoenix Suns Vs Cleveland Cavaliers,Phoenix Suns
972,Tue May 4 2021,7:00p,Charlotte Hornets,102,Detroit Pistons,99,Little Caesars Arena,3,Charlotte Hornets Vs Detroit Pistons,Charlotte Hornets
973,Tue May 4 2021,7:30p,Brooklyn Nets,118,Milwaukee Bucks,124,Fiserv Forum,6,Brooklyn Nets Vs Milwaukee Bucks,Milwaukee Bucks
974,Tue May 4 2021,8:00p,Dallas Mavericks,127,Miami Heat,113,AmericanAirlines Arena,14,Dallas Mavericks Vs Miami Heat,Dallas Mavericks
975,Tue May 4 2021,8:00p,Golden State Warriors,103,New Orleans Pelicans,108,Smoothie King Center,5,Golden State Warriors Vs New Orleans Pelicans,New Orleans Pelicans
976,Tue May 4 2021,8:00p,Sacramento Kings,103,Oklahoma City Thunder,99,Chesapeake Energy Arena,4,Sacramento Kings Vs Oklahoma City Thunder,Sacramento Kings
977,Tue May 4 2021,10:00p,Toronto Raptors,100,Los Angeles Clippers,105,STAPLES Center,5,Toronto Raptors Vs Los Angeles Clippers,Los Angeles Clippers
978,Wed May 5 2021,7:00p,Boston Celtics,132,Orlando Magic,96,Amway Center,36,Boston Celtics Vs Orlando Magic,Boston Celtics
979,Wed May 5 2021,7:30p,Portland Trail Blazers,141,Cleveland Cavaliers,105,Rocket Mortgage Fieldhouse,36,Portland Trail Blazers Vs Cleveland Cavaliers,Portland Trail Blazers
980,Wed May 5 2021,8:00p,Phoenix Suns,103,Atlanta Hawks,135,State Farm Arena,32,Phoenix Suns Vs Atlanta Hawks,Atlanta Hawks
981,Wed May 5 2021,8:00p,Philadelphia 76ers,135,Houston Rockets,115,Toyota Center,20,Philadelphia 76ers Vs Houston Rockets,Philadelphia 76ers
982,Wed May 5 2021,8:00p,Sacramento Kings,104,Indiana Pacers,93,Bankers Life Fieldhouse,11,Sacramento Kings Vs Indiana Pacers,Sacramento Kings
983,Wed May 5 2021,8:00p,Washington Wizards,134,Milwaukee Bucks,135,Fiserv Forum,1,Washington Wizards Vs Milwaukee Bucks,Milwaukee Bucks
984,Wed May 5 2021,8:00p,Memphis Grizzlies,139,Minnesota Timberwolves,135,Target Center,4,Memphis Grizzlies Vs Minnesota Timberwolves,Memphis Grizzlies
985,Wed May 5 2021,9:00p,New York Knicks,97,Denver Nuggets,113,Ball Arena,16,New York Knicks Vs Denver Nuggets,Denver Nuggets
986,Wed May 5 2021,9:00p,San Antonio Spurs,94,Utah Jazz,126,Vivint Smart Home Arena,32,San Antonio Spurs Vs Utah Jazz,Utah Jazz
987,Thu May 6 2021,7:00p,Chicago Bulls,120,Charlotte Hornets,99,Spectrum Center,21,Chicago Bulls Vs Charlotte Hornets,Chicago Bulls
988,Thu May 6 2021,7:30p,Brooklyn Nets,109,Dallas Mavericks,113,American Airlines Center,4,Brooklyn Nets Vs Dallas Mavericks,Dallas Mavericks
989,Thu May 6 2021,7:30p,Washington Wizards,131,Toronto Raptors,129,Amalie Arena,2,Washington Wizards Vs Toronto Raptors,Washington Wizards
990,Thu May 6 2021,8:00p,Memphis Grizzlies,97,Detroit Pistons,111,Little Caesars Arena,14,Memphis Grizzlies Vs Detroit Pistons,Detroit Pistons
991,Thu May 6 2021,8:00p,Atlanta Hawks,126,Indiana Pacers,133,Bankers Life Fieldhouse,7,Atlanta Hawks Vs Indiana Pacers,Indiana Pacers
992,Thu May 6 2021,10:00p,Oklahoma City Thunder,97,Golden State Warriors,118,Chase Center,21,Oklahoma City Thunder Vs Golden State Warriors,Golden State Warriors
