,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
496,Mon Dec 27 2021,10:00p,Dallas Mavericks,132,Portland Trail Blazers,117,Moda Center,15,Dallas Mavericks Vs Portland Trail Blazers,Dallas Mavericks
497,Mon Dec 27 2021,10:30p,Brooklyn Nets,124,Los Angeles Clippers,108,Crypto.com Arena,16,Brooklyn Nets Vs Los Angeles Clippers,Brooklyn Nets
498,Tue Dec 28 2021,7:00p,Milwaukee Bucks,127,Orlando Magic,110,Amway Center,17,Milwaukee Bucks Vs Orlando Magic,Milwaukee Bucks
499,Tue Dec 28 2021,7:30p,Washington Wizards,112,Miami Heat,119,FTX Arena,7,Washington Wizards Vs Miami Heat,Miami Heat
500,Tue Dec 28 2021,7:30p,Philadelphia 76ers,114,Toronto Raptors,109,Scotiabank Arena,5,Philadelphia 76ers Vs Toronto Raptors,Philadelphia 76ers
501,Tue Dec 28 2021,8:00p,Los Angeles Lakers,132,Houston Rockets,123,Toyota Center,9,Los Angeles Lakers Vs Houston Rockets,Los Angeles Lakers
502,Tue Dec 28 2021,8:00p,New York Knicks,96,Minnesota Timberwolves,88,Target Center,8,New York Knicks Vs Minnesota Timberwolves,New York Knicks
503,Tue Dec 28 2021,8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,108,Smoothie King Center,4,Cleveland Cavaliers Vs New Orleans Pelicans,New Orleans Pelicans
504,Tue Dec 28 2021,10:00p,Denver Nuggets,89,Golden State Warriors,86,Chase Center,3,Denver Nuggets Vs Golden State Warriors,Denver Nuggets
505,Tue Dec 28 2021,10:00p,Oklahoma City Thunder,111,Sacramento Kings,117,Golden 1 Center,6,Oklahoma City Thunder Vs Sacramento Kings,Sacramento Kings
506,Wed Dec 29 2021,7:00p,New York Knicks,94,Detroit Pistons,85,Little Caesars Arena,9,New York Knicks Vs Detroit Pistons,New York Knicks
507,Wed Dec 29 2021,7:00p,Charlotte Hornets,116,Indiana Pacers,108,Gainbridge Fieldhouse,8,Charlotte Hornets Vs Indiana Pacers,Charlotte Hornets
508,Wed Dec 29 2021,7:30p,Los Angeles Clippers,91,Boston Celtics,82,TD Garden,9,Los Angeles Clippers Vs Boston Celtics,Los Angeles Clippers
509,Wed Dec 29 2021,8:00p,Atlanta Hawks,117,Chicago Bulls,131,United Center,14,Atlanta Hawks Vs Chicago Bulls,Chicago Bulls
510,Wed Dec 29 2021,8:00p,Los Angeles Lakers,99,Memphis Grizzlies,104,FedEx Forum,5,Los Angeles Lakers Vs Memphis Grizzlies,Memphis Grizzlies
511,Wed Dec 29 2021,9:00p,Oklahoma City Thunder,97,Phoenix Suns,115,Phoenix Suns Arena,18,Oklahoma City Thunder Vs Phoenix Suns,Phoenix Suns
512,Wed Dec 29 2021,10:00p,Utah Jazz,120,Portland Trail Blazers,105,Moda Center,15,Utah Jazz Vs Portland Trail Blazers,Utah Jazz
513,Wed Dec 29 2021,10:30p,Dallas Mavericks,94,Sacramento Kings,95,Golden 1 Center,1,Dallas Mavericks Vs Sacramento Kings,Sacramento Kings
514,Thu Dec 30 2021,7:00p,Philadelphia 76ers,110,Brooklyn Nets,102,Barclays Center,8,Philadelphia 76ers Vs Brooklyn Nets,Philadelphia 76ers
515,Thu Dec 30 2021,7:00p,Milwaukee Bucks,136,Orlando Magic,118,Amway Center,18,Milwaukee Bucks Vs Orlando Magic,Milwaukee Bucks
516,Thu Dec 30 2021,7:00p,Cleveland Cavaliers,93,Washington Wizards,110,Capital One Arena,17,Cleveland Cavaliers Vs Washington Wizards,Washington Wizards
517,Fri Dec 31 2021,1:00p,Phoenix Suns,108,Boston Celtics,123,TD Garden,15,Phoenix Suns Vs Boston Celtics,Boston Celtics
518,Fri Dec 31 2021,3:00p,Chicago Bulls,108,Indiana Pacers,106,Gainbridge Fieldhouse,2,Chicago Bulls Vs Indiana Pacers,Chicago Bulls
519,Fri Dec 31 2021,6:00p,Dallas Mavericks,112,Sacramento Kings,96,Golden 1 Center,16,Dallas Mavericks Vs Sacramento Kings,Dallas Mavericks
520,Fri Dec 31 2021,7:00p,Miami Heat,120,Houston Rockets,110,Toyota Center,10,Miami Heat Vs Houston Rockets,Miami Heat
521,Fri Dec 31 2021,7:30p,Atlanta Hawks,121,Cleveland Cavaliers,118,Rocket Mortgage Fieldhouse,3,Atlanta Hawks Vs Cleveland Cavaliers,Atlanta Hawks
522,Fri Dec 31 2021,7:30p,Los Angeles Clippers,108,Toronto Raptors,116,Scotiabank Arena,8,Los Angeles Clippers Vs Toronto Raptors,Toronto Raptors
523,Fri Dec 31 2021,8:00p,San Antonio Spurs,105,Memphis Grizzlies,118,FedEx Forum,13,San Antonio Spurs Vs Memphis Grizzlies,Memphis Grizzlies
524,Fri Dec 31 2021,8:00p,New York Knicks,80,Oklahoma City Thunder,95,Paycom Center,15,New York Knicks Vs Oklahoma City Thunder,Oklahoma City Thunder
525,Fri Dec 31 2021,9:00p,Minnesota Timberwolves,108,Utah Jazz,120,Vivint Smart Home Arena,12,Minnesota Timberwolves Vs Utah Jazz,Utah Jazz
526,Fri Dec 31 2021,10:30p,Portland Trail Blazers,106,Los Angeles Lakers,139,Crypto.com Arena,33,Portland Trail Blazers Vs Los Angeles Lakers,Los Angeles Lakers
527,Sat Jan 1 2022,6:30p,New Orleans Pelicans,113,Milwaukee Bucks,136,Fiserv Forum,23,New Orleans Pelicans Vs Milwaukee Bucks,Milwaukee Bucks
528,Sat Jan 1 2022,7:00p,San Antonio Spurs,116,Detroit Pistons,117,Little Caesars Arena,1,San Antonio Spurs Vs Detroit Pistons,Detroit Pistons
529,Sat Jan 1 2022,7:00p,Chicago Bulls,120,Washington Wizards,119,Capital One Arena,1,Chicago Bulls Vs Washington Wizards,Chicago Bulls
530,Sat Jan 1 2022,7:30p,Los Angeles Clippers,120,Brooklyn Nets,116,Barclays Center,4,Los Angeles Clippers Vs Brooklyn Nets,Los Angeles Clippers
531,Sat Jan 1 2022,8:00p,Denver Nuggets,124,Houston Rockets,111,Toyota Center,13,Denver Nuggets Vs Houston Rockets,Denver Nuggets
532,Sat Jan 1 2022,9:00p,Golden State Warriors,123,Utah Jazz,116,Vivint Smart Home Arena,7,Golden State Warriors Vs Utah Jazz,Golden State Warriors
533,Sun Jan 2 2022,3:30p,New York Knicks,105,Toronto Raptors,120,Scotiabank Arena,15,New York Knicks Vs Toronto Raptors,Toronto Raptors
534,Sun Jan 2 2022,6:00p,Orlando Magic,111,Boston Celtics,116,TD Garden,5,Orlando Magic Vs Boston Celtics,Boston Celtics
535,Sun Jan 2 2022,6:00p,Indiana Pacers,104,Cleveland Cavaliers,108,Rocket Mortgage Fieldhouse,4,Indiana Pacers Vs Cleveland Cavaliers,Cleveland Cavaliers
536,Sun Jan 2 2022,6:00p,Miami Heat,113,Sacramento Kings,115,Golden 1 Center,2,Miami Heat Vs Sacramento Kings,Sacramento Kings
537,Sun Jan 2 2022,7:00p,Phoenix Suns,133,Charlotte Hornets,99,Spectrum Center,34,Phoenix Suns Vs Charlotte Hornets,Phoenix Suns
538,Sun Jan 2 2022,7:00p,Dallas Mavericks,95,Oklahoma City Thunder,86,Paycom Center,9,Dallas Mavericks Vs Oklahoma City Thunder,Dallas Mavericks
539,Sun Jan 2 2022,9:30p,Minnesota Timberwolves,103,Los Angeles Lakers,108,Crypto.com Arena,5,Minnesota Timberwolves Vs Los Angeles Lakers,Los Angeles Lakers
540,Mon Jan 3 2022,7:00p,Houston Rockets,113,Philadelphia 76ers,133,Wells Fargo Center,20,Houston Rockets Vs Philadelphia 76ers,Philadelphia 76ers
541,Mon Jan 3 2022,7:00p,Charlotte Hornets,121,Washington Wizards,124,Capital One Arena,3,Charlotte Hornets Vs Washington Wizards,Washington Wizards
542,Mon Jan 3 2022,7:30p,Memphis Grizzlies,118,Brooklyn Nets,104,Barclays Center,14,Memphis Grizzlies Vs Brooklyn Nets,Memphis Grizzlies
543,Mon Jan 3 2022,8:00p,Orlando Magic,98,Chicago Bulls,102,United Center,4,Orlando Magic Vs Chicago Bulls,Chicago Bulls
544,Mon Jan 3 2022,8:00p,Detroit Pistons,115,Milwaukee Bucks,106,Fiserv Forum,9,Detroit Pistons Vs Milwaukee Bucks,Detroit Pistons
545,Mon Jan 3 2022,8:00p,Utah Jazz,115,New Orleans Pelicans,104,Smoothie King Center,11,Utah Jazz Vs New Orleans Pelicans,Utah Jazz
546,Mon Jan 3 2022,8:30p,Denver Nuggets,89,Dallas Mavericks,103,American Airlines Center,14,Denver Nuggets Vs Dallas Mavericks,Dallas Mavericks
547,Mon Jan 3 2022,10:00p,Miami Heat,108,Golden State Warriors,115,Chase Center,7,Miami Heat Vs Golden State Warriors,Golden State Warriors
548,Mon Jan 3 2022,10:00p,Atlanta Hawks,131,Portland Trail Blazers,136,Moda Center,5,Atlanta Hawks Vs Portland Trail Blazers,Portland Trail Blazers
549,Mon Jan 3 2022,10:30p,Minnesota Timberwolves,122,Los Angeles Clippers,104,Crypto.com Arena,18,Minnesota Timberwolves Vs Los Angeles Clippers,Minnesota Timberwolves
550,Tue Jan 4 2022,7:00p,Memphis Grizzlies,110,Cleveland Cavaliers,106,Rocket Mortgage Fieldhouse,4,Memphis Grizzlies Vs Cleveland Cavaliers,Memphis Grizzlies
551,Tue Jan 4 2022,7:00p,San Antonio Spurs,104,Toronto Raptors,129,Scotiabank Arena,25,San Antonio Spurs Vs Toronto Raptors,Toronto Raptors
552,Tue Jan 4 2022,7:30p,Indiana Pacers,94,New York Knicks,104,Madison Square Garden (IV),10,Indiana Pacers Vs New York Knicks,New York Knicks
553,Tue Jan 4 2022,8:00p,Phoenix Suns,123,New Orleans Pelicans,110,Smoothie King Center,13,Phoenix Suns Vs New Orleans Pelicans,Phoenix Suns
554,Tue Jan 4 2022,10:30p,Sacramento Kings,114,Los Angeles Lakers,122,Crypto.com Arena,8,Sacramento Kings Vs Los Angeles Lakers,Los Angeles Lakers
555,Wed Jan 5 2022,7:00p,Detroit Pistons,111,Charlotte Hornets,140,Spectrum Center,29,Detroit Pistons Vs Charlotte Hornets,Charlotte Hornets
556,Wed Jan 5 2022,7:00p,Philadelphia 76ers,116,Orlando Magic,106,Amway Center,10,Philadelphia 76ers Vs Orlando Magic,Philadelphia 76ers
557,Wed Jan 5 2022,7:00p,Houston Rockets,114,Washington Wizards,111,Capital One Arena,3,Houston Rockets Vs Washington Wizards,Houston Rockets
558,Wed Jan 5 2022,7:30p,San Antonio Spurs,99,Boston Celtics,97,TD Garden,2,San Antonio Spurs Vs Boston Celtics,San Antonio Spurs
559,Wed Jan 5 2022,7:30p,Golden State Warriors,82,Dallas Mavericks,99,American Airlines Center,17,Golden State Warriors Vs Dallas Mavericks,Dallas Mavericks
560,Wed Jan 5 2022,7:30p,Brooklyn Nets,129,Indiana Pacers,121,Gainbridge Fieldhouse,8,Brooklyn Nets Vs Indiana Pacers,Brooklyn Nets
561,Wed Jan 5 2022,8:00p,Toronto Raptors,117,Milwaukee Bucks,111,Fiserv Forum,6,Toronto Raptors Vs Milwaukee Bucks,Toronto Raptors
562,Wed Jan 5 2022,8:00p,Oklahoma City Thunder,90,Minnesota Timberwolves,98,Target Center,8,Oklahoma City Thunder Vs Minnesota Timberwolves,Minnesota Timberwolves
563,Wed Jan 5 2022,10:00p,Utah Jazz,115,Denver Nuggets,109,Ball Arena,6,Utah Jazz Vs Denver Nuggets,Utah Jazz
564,Wed Jan 5 2022,10:00p,Miami Heat,115,Portland Trail Blazers,109,Moda Center,6,Miami Heat Vs Portland Trail Blazers,Miami Heat
565,Wed Jan 5 2022,10:00p,Atlanta Hawks,108,Sacramento Kings,102,Golden 1 Center,6,Atlanta Hawks Vs Sacramento Kings,Atlanta Hawks
566,Thu Jan 6 2022,7:30p,Boston Celtics,105,New York Knicks,108,Madison Square Garden (IV),3,Boston Celtics Vs New York Knicks,New York Knicks
567,Thu Jan 6 2022,8:00p,Detroit Pistons,88,Memphis Grizzlies,118,FedEx Forum,30,Detroit Pistons Vs Memphis Grizzlies,Memphis Grizzlies
568,Thu Jan 6 2022,8:00p,Golden State Warriors,96,New Orleans Pelicans,101,Smoothie King Center,5,Golden State Warriors Vs New Orleans Pelicans,New Orleans Pelicans
569,Thu Jan 6 2022,10:00p,Los Angeles Clippers,89,Phoenix Suns,106,Phoenix Suns Arena,17,Los Angeles Clippers Vs Phoenix Suns,Phoenix Suns
570,Fri Jan 7 2022,7:00p,San Antonio Spurs,100,Philadelphia 76ers,119,Wells Fargo Center,19,San Antonio Spurs Vs Philadelphia 76ers,Philadelphia 76ers
571,Fri Jan 7 2022,7:30p,Milwaukee Bucks,121,Brooklyn Nets,109,Barclays Center,12,Milwaukee Bucks Vs Brooklyn Nets,Milwaukee Bucks
572,Fri Jan 7 2022,7:30p,Utah Jazz,108,Toronto Raptors,122,Scotiabank Arena,14,Utah Jazz Vs Toronto Raptors,Toronto Raptors
573,Fri Jan 7 2022,8:00p,Washington Wizards,122,Chicago Bulls,130,United Center,8,Washington Wizards Vs Chicago Bulls,Chicago Bulls
574,Fri Jan 7 2022,8:00p,Dallas Mavericks,130,Houston Rockets,106,Toyota Center,24,Dallas Mavericks Vs Houston Rockets,Dallas Mavericks
575,Fri Jan 7 2022,8:00p,Minnesota Timberwolves,135,Oklahoma City Thunder,105,Paycom Center,30,Minnesota Timberwolves Vs Oklahoma City Thunder,Minnesota Timberwolves
576,Fri Jan 7 2022,9:00p,Sacramento Kings,111,Denver Nuggets,121,Ball Arena,10,Sacramento Kings Vs Denver Nuggets,Denver Nuggets
577,Fri Jan 7 2022,10:00p,Atlanta Hawks,118,Los Angeles Lakers,134,Crypto.com Arena,16,Atlanta Hawks Vs Los Angeles Lakers,Los Angeles Lakers
578,Fri Jan 7 2022,10:00p,Cleveland Cavaliers,114,Portland Trail Blazers,101,Moda Center,13,Cleveland Cavaliers Vs Portland Trail Blazers,Cleveland Cavaliers
579,Sat Jan 8 2022,3:30p,Memphis Grizzlies,123,Los Angeles Clippers,108,Crypto.com Arena,15,Memphis Grizzlies Vs Los Angeles Clippers,Memphis Grizzlies
580,Sat Jan 8 2022,7:00p,Milwaukee Bucks,106,Charlotte Hornets,114,Spectrum Center,8,Milwaukee Bucks Vs Charlotte Hornets,Charlotte Hornets
581,Sat Jan 8 2022,7:00p,Orlando Magic,92,Detroit Pistons,97,Little Caesars Arena,5,Orlando Magic Vs Detroit Pistons,Detroit Pistons
582,Sat Jan 8 2022,7:00p,Utah Jazz,113,Indiana Pacers,125,Gainbridge Fieldhouse,12,Utah Jazz Vs Indiana Pacers,Indiana Pacers
583,Sat Jan 8 2022,7:30p,New York Knicks,75,Boston Celtics,99,TD Garden,24,New York Knicks Vs Boston Celtics,Boston Celtics
584,Sat Jan 8 2022,9:00p,Miami Heat,123,Phoenix Suns,100,Phoenix Suns Arena,23,Miami Heat Vs Phoenix Suns,Miami Heat
585,Sun Jan 9 2022,12:00p,San Antonio Spurs,119,Brooklyn Nets,121,Barclays Center,2,San Antonio Spurs Vs Brooklyn Nets,Brooklyn Nets
586,Sun Jan 9 2022,3:30p,Atlanta Hawks,93,Los Angeles Clippers,106,Crypto.com Arena,13,Atlanta Hawks Vs Los Angeles Clippers,Los Angeles Clippers
587,Sun Jan 9 2022,6:00p,Washington Wizards,102,Orlando Magic,100,Amway Center,2,Washington Wizards Vs Orlando Magic,Washington Wizards
588,Sun Jan 9 2022,6:00p,New Orleans Pelicans,101,Toronto Raptors,105,Scotiabank Arena,4,New Orleans Pelicans Vs Toronto Raptors,Toronto Raptors
589,Sun Jan 9 2022,7:00p,Minnesota Timberwolves,141,Houston Rockets,123,Toyota Center,18,Minnesota Timberwolves Vs Houston Rockets,Minnesota Timberwolves
590,Sun Jan 9 2022,7:00p,Denver Nuggets,99,Oklahoma City Thunder,95,Paycom Center,4,Denver Nuggets Vs Oklahoma City Thunder,Denver Nuggets
591,Sun Jan 9 2022,7:30p,Chicago Bulls,99,Dallas Mavericks,113,American Airlines Center,14,Chicago Bulls Vs Dallas Mavericks,Dallas Mavericks
592,Sun Jan 9 2022,8:30p,Cleveland Cavaliers,82,Golden State Warriors,96,Chase Center,14,Cleveland Cavaliers Vs Golden State Warriors,Golden State Warriors
593,Sun Jan 9 2022,9:00p,Sacramento Kings,88,Portland Trail Blazers,103,Moda Center,15,Sacramento Kings Vs Portland Trail Blazers,Portland Trail Blazers
594,Sun Jan 9 2022,9:30p,Memphis Grizzlies,127,Los Angeles Lakers,119,Crypto.com Arena,8,Memphis Grizzlies Vs Los Angeles Lakers,Memphis Grizzlies
595,Mon Jan 10 2022,7:00p,Milwaukee Bucks,99,Charlotte Hornets,103,Spectrum Center,4,Milwaukee Bucks Vs Charlotte Hornets,Charlotte Hornets
596,Mon Jan 10 2022,7:00p,Utah Jazz,116,Detroit Pistons,126,Little Caesars Arena,10,Utah Jazz Vs Detroit Pistons,Detroit Pistons
597,Mon Jan 10 2022,7:30p,Indiana Pacers,98,Boston Celtics,101,TD Garden,3,Indiana Pacers Vs Boston Celtics,Boston Celtics
598,Mon Jan 10 2022,7:30p,San Antonio Spurs,96,New York Knicks,111,Madison Square Garden (IV),15,San Antonio Spurs Vs New York Knicks,New York Knicks
599,Mon Jan 10 2022,8:00p,Philadelphia 76ers,111,Houston Rockets,91,Toyota Center,20,Philadelphia 76ers Vs Houston Rockets,Philadelphia 76ers
600,Mon Jan 10 2022,10:00p,Brooklyn Nets,108,Portland Trail Blazers,114,Moda Center,6,Brooklyn Nets Vs Portland Trail Blazers,Portland Trail Blazers
601,Mon Jan 10 2022,10:00p,Cleveland Cavaliers,109,Sacramento Kings,108,Golden 1 Center,1,Cleveland Cavaliers Vs Sacramento Kings,Cleveland Cavaliers
602,Tue Jan 11 2022,7:00p,Oklahoma City Thunder,118,Washington Wizards,122,Capital One Arena,4,Oklahoma City Thunder Vs Washington Wizards,Washington Wizards
603,Tue Jan 11 2022,7:30p,Phoenix Suns,99,Toronto Raptors,95,Scotiabank Arena,4,Phoenix Suns Vs Toronto Raptors,Phoenix Suns
604,Tue Jan 11 2022,8:00p,Detroit Pistons,87,Chicago Bulls,133,United Center,46,Detroit Pistons Vs Chicago Bulls,Chicago Bulls
605,Tue Jan 11 2022,8:00p,Golden State Warriors,108,Memphis Grizzlies,116,FedEx Forum,8,Golden State Warriors Vs Memphis Grizzlies,Memphis Grizzlies
606,Tue Jan 11 2022,8:00p,Minnesota Timberwolves,125,New Orleans Pelicans,128,Smoothie King Center,3,Minnesota Timberwolves Vs New Orleans Pelicans,New Orleans Pelicans
607,Tue Jan 11 2022,10:30p,Denver Nuggets,85,Los Angeles Clippers,87,Crypto.com Arena,2,Denver Nuggets Vs Los Angeles Clippers,Los Angeles Clippers
608,Wed Jan 12 2022,7:00p,Boston Celtics,119,Indiana Pacers,100,Gainbridge Fieldhouse,19,Boston Celtics Vs Indiana Pacers,Boston Celtics
609,Wed Jan 12 2022,7:00p,Charlotte Hornets,109,Philadelphia 76ers,98,Wells Fargo Center,11,Charlotte Hornets Vs Philadelphia 76ers,Charlotte Hornets
610,Wed Jan 12 2022,7:00p,Orlando Magic,106,Washington Wizards,112,Capital One Arena,6,Orlando Magic Vs Washington Wizards,Washington Wizards
611,Wed Jan 12 2022,7:30p,Miami Heat,115,Atlanta Hawks,91,State Farm Arena,24,Miami Heat Vs Atlanta Hawks,Miami Heat
612,Wed Jan 12 2022,7:30p,Dallas Mavericks,85,New York Knicks,108,Madison Square Garden (IV),23,Dallas Mavericks Vs New York Knicks,New York Knicks
613,Wed Jan 12 2022,8:30p,Houston Rockets,128,San Antonio Spurs,124,AT&T Center,4,Houston Rockets Vs San Antonio Spurs,Houston Rockets
614,Wed Jan 12 2022,9:00p,Cleveland Cavaliers,111,Utah Jazz,91,Vivint Smart Home Arena,20,Cleveland Cavaliers Vs Utah Jazz,Cleveland Cavaliers
615,Wed Jan 12 2022,10:00p,Brooklyn Nets,138,Chicago Bulls,112,United Center,26,Brooklyn Nets Vs Chicago Bulls,Brooklyn Nets
616,Wed Jan 12 2022,10:00p,Los Angeles Lakers,116,Sacramento Kings,125,Golden 1 Center,9,Los Angeles Lakers Vs Sacramento Kings,Sacramento Kings
617,Thu Jan 13 2022,7:30p,Golden State Warriors,99,Milwaukee Bucks,118,Fiserv Forum,19,Golden State Warriors Vs Milwaukee Bucks,Milwaukee Bucks
618,Thu Jan 13 2022,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,116,FedEx Forum,8,Minnesota Timberwolves Vs Memphis Grizzlies,Memphis Grizzlies
619,Thu Jan 13 2022,8:00p,Los Angeles Clippers,89,New Orleans Pelicans,113,Smoothie King Center,24,Los Angeles Clippers Vs New Orleans Pelicans,New Orleans Pelicans
620,Thu Jan 13 2022,8:30p,Oklahoma City Thunder,130,Brooklyn Nets,109,Barclays Center,21,Oklahoma City Thunder Vs Brooklyn Nets,Oklahoma City Thunder
621,Thu Jan 13 2022,10:00p,Portland Trail Blazers,108,Denver Nuggets,140,Ball Arena,32,Portland Trail Blazers Vs Denver Nuggets,Denver Nuggets
622,Fri Jan 14 2022,7:00p,Orlando Magic,116,Charlotte Hornets,109,Spectrum Center,7,Orlando Magic Vs Charlotte Hornets,Orlando Magic
623,Fri Jan 14 2022,7:00p,Toronto Raptors,87,Detroit Pistons,103,Little Caesars Arena,16,Toronto Raptors Vs Detroit Pistons,Detroit Pistons
624,Fri Jan 14 2022,7:00p,Phoenix Suns,112,Indiana Pacers,94,Gainbridge Fieldhouse,18,Phoenix Suns Vs Indiana Pacers,Phoenix Suns
625,Fri Jan 14 2022,7:00p,Boston Celtics,99,Philadelphia 76ers,111,Wells Fargo Center,12,Boston Celtics Vs Philadelphia 76ers,Philadelphia 76ers
626,Fri Jan 14 2022,7:30p,Golden State Warriors,138,Chicago Bulls,96,United Center,42,Golden State Warriors Vs Chicago Bulls,Golden State Warriors
627,Fri Jan 14 2022,8:00p,Atlanta Hawks,118,Miami Heat,124,FTX Arena,6,Atlanta Hawks Vs Miami Heat,Miami Heat
628,Fri Jan 14 2022,8:30p,Cleveland Cavaliers,114,San Antonio Spurs,109,AT&T Center,5,Cleveland Cavaliers Vs San Antonio Spurs,Cleveland Cavaliers
629,Fri Jan 14 2022,10:00p,Dallas Mavericks,112,Memphis Grizzlies,85,FedEx Forum,27,Dallas Mavericks Vs Memphis Grizzlies,Dallas Mavericks
630,Fri Jan 14 2022,10:00p,Houston Rockets,114,Sacramento Kings,126,Golden 1 Center,12,Houston Rockets Vs Sacramento Kings,Sacramento Kings
631,Sat Jan 15 2022,6:30p,Toronto Raptors,103,Milwaukee Bucks,96,Fiserv Forum,7,Toronto Raptors Vs Milwaukee Bucks,Toronto Raptors
632,Sat Jan 15 2022,7:00p,Portland Trail Blazers,115,Washington Wizards,110,Capital One Arena,5,Portland Trail Blazers Vs Washington Wizards,Portland Trail Blazers
633,Sat Jan 15 2022,7:30p,New York Knicks,117,Atlanta Hawks,108,State Farm Arena,9,New York Knicks Vs Atlanta Hawks,New York Knicks
634,Sat Jan 15 2022,7:30p,New Orleans Pelicans,105,Brooklyn Nets,120,Barclays Center,15,New Orleans Pelicans Vs Brooklyn Nets,Brooklyn Nets
635,Sat Jan 15 2022,8:00p,Philadelphia 76ers,109,Miami Heat,98,FTX Arena,11,Philadelphia 76ers Vs Miami Heat,Philadelphia 76ers
636,Sat Jan 15 2022,8:00p,Cleveland Cavaliers,107,Oklahoma City Thunder,102,Paycom Center,5,Cleveland Cavaliers Vs Oklahoma City Thunder,Cleveland Cavaliers
637,Sat Jan 15 2022,8:30p,Chicago Bulls,112,Boston Celtics,114,TD Garden,2,Chicago Bulls Vs Boston Celtics,Boston Celtics
638,Sat Jan 15 2022,8:30p,Los Angeles Clippers,94,San Antonio Spurs,101,AT&T Center,7,Los Angeles Clippers Vs San Antonio Spurs,San Antonio Spurs
639,Sat Jan 15 2022,9:00p,Los Angeles Lakers,96,Denver Nuggets,133,Ball Arena,37,Los Angeles Lakers Vs Denver Nuggets,Denver Nuggets
640,Sat Jan 15 2022,9:30p,Orlando Magic,92,Dallas Mavericks,108,American Airlines Center,16,Orlando Magic Vs Dallas Mavericks,Dallas Mavericks
641,Sun Jan 16 2022,1:00p,Phoenix Suns,135,Detroit Pistons,108,Little Caesars Arena,27,Phoenix Suns Vs Detroit Pistons,Phoenix Suns
642,Sun Jan 16 2022,6:00p,Houston Rockets,118,Sacramento Kings,112,Golden 1 Center,6,Houston Rockets Vs Sacramento Kings,Houston Rockets
643,Sun Jan 16 2022,8:00p,Utah Jazz,125,Denver Nuggets,102,Ball Arena,23,Utah Jazz Vs Denver Nuggets,Utah Jazz
644,Sun Jan 16 2022,8:00p,Golden State Warriors,99,Minnesota Timberwolves,119,Target Center,20,Golden State Warriors Vs Minnesota Timberwolves,Minnesota Timberwolves
645,Mon Jan 17 2022,12:30p,New Orleans Pelicans,92,Boston Celtics,104,TD Garden,12,New Orleans Pelicans Vs Boston Celtics,Boston Celtics
646,Mon Jan 17 2022,1:00p,Charlotte Hornets,97,New York Knicks,87,Madison Square Garden (IV),10,Charlotte Hornets Vs New York Knicks,Charlotte Hornets
647,Mon Jan 17 2022,2:00p,Philadelphia 76ers,98,Washington Wizards,117,Capital One Arena,19,Philadelphia 76ers Vs Washington Wizards,Washington Wizards
648,Mon Jan 17 2022,3:00p,Brooklyn Nets,107,Cleveland Cavaliers,114,Rocket Mortgage Fieldhouse,7,Brooklyn Nets Vs Cleveland Cavaliers,Cleveland Cavaliers
649,Mon Jan 17 2022,3:30p,Indiana Pacers,133,Los Angeles Clippers,139,Crypto.com Arena,6,Indiana Pacers Vs Los Angeles Clippers,Los Angeles Clippers
650,Mon Jan 17 2022,3:30p,Chicago Bulls,106,Memphis Grizzlies,119,FedEx Forum,13,Chicago Bulls Vs Memphis Grizzlies,Memphis Grizzlies
651,Mon Jan 17 2022,6:00p,Milwaukee Bucks,114,Atlanta Hawks,121,State Farm Arena,7,Milwaukee Bucks Vs Atlanta Hawks,Atlanta Hawks
652,Mon Jan 17 2022,7:00p,Portland Trail Blazers,98,Orlando Magic,88,Amway Center,10,Portland Trail Blazers Vs Orlando Magic,Portland Trail Blazers
653,Mon Jan 17 2022,7:30p,Toronto Raptors,99,Miami Heat,104,FTX Arena,5,Toronto Raptors Vs Miami Heat,Miami Heat
654,Mon Jan 17 2022,8:30p,Oklahoma City Thunder,102,Dallas Mavericks,104,American Airlines Center,2,Oklahoma City Thunder Vs Dallas Mavericks,Dallas Mavericks
655,Mon Jan 17 2022,8:30p,Phoenix Suns,121,San Antonio Spurs,107,AT&T Center,14,Phoenix Suns Vs San Antonio Spurs,Phoenix Suns
656,Mon Jan 17 2022,10:30p,Utah Jazz,95,Los Angeles Lakers,101,Crypto.com Arena,6,Utah Jazz Vs Los Angeles Lakers,Los Angeles Lakers
657,Tue Jan 18 2022,7:30p,Minnesota Timberwolves,112,New York Knicks,110,Madison Square Garden (IV),2,Minnesota Timberwolves Vs New York Knicks,Minnesota Timberwolves
658,Tue Jan 18 2022,10:00p,Detroit Pistons,86,Golden State Warriors,102,Chase Center,16,Detroit Pistons Vs Golden State Warriors,Golden State Warriors
659,Wed Jan 19 2022,7:00p,Orlando Magic,110,Philadelphia 76ers,123,Wells Fargo Center,13,Orlando Magic Vs Philadelphia 76ers,Philadelphia 76ers
660,Wed Jan 19 2022,7:00p,Brooklyn Nets,119,Washington Wizards,118,Capital One Arena,1,Brooklyn Nets Vs Washington Wizards,Brooklyn Nets
661,Wed Jan 19 2022,7:30p,Minnesota Timberwolves,122,Atlanta Hawks,134,State Farm Arena,12,Minnesota Timberwolves Vs Atlanta Hawks,Atlanta Hawks
