Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
527,Tristan Thompson\thomptr01,PF,30,TOT,32,485,14.3,.505,.006,.390,16.6,20.8,18.7,5.7,1.1,2.1,13.9,19.1,,0.2,0.3,0.6,.055,,-2.1,-2.2,-4.3,-0.3
527,Tristan Thompson\thomptr01,PF,30,SAC,30,455,15.4,.521,.007,.397,17.0,21.2,19.1,5.9,1.2,2.2,14.1,19.4,,0.3,0.3,0.7,.070,,-1.6,-1.9,-3.6,-0.2
527,Tristan Thompson\thomptr01,PF,30,IND,2,30,-2.0,.169,.000,.250,10.9,14.9,12.9,4.2,0.0,0.0,10.1,14.2,,-0.1,0.0,-0.1,-0.168,,-8.7,-5.8,-14.5,-0.1
528,JT Thor\thorjt01,PF,19,CHO,17,144,10.5,.507,.583,.278,4.2,12.0,8.0,9.0,2.0,4.6,11.0,13.3,,0.1,0.1,0.2,.062,,-3.2,-0.4,-3.6,-0.1
529,Matisse Thybulle\thybuma01,SG,24,PHI,41,1096,11.3,.596,.508,.109,2.3,7.3,4.8,5.9,3.5,3.7,11.4,9.4,,0.7,1.7,2.4,.107,,-2.3,3.6,1.3,0.9
530,Killian Tillie\tilliki02,C,23,MEM,32,427,9.1,.481,.664,.069,4.8,8.8,6.8,5.9,2.6,3.0,8.4,12.6,,0.1,0.5,0.7,.076,,-2.9,1.1,-1.8,0.0
531,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,39,510,15.2,.505,.229,.314,9.3,14.7,11.9,10.4,3.9,2.5,13.0,16.2,,0.4,0.9,1.2,.117,,-1.1,2.3,1.2,0.4
532,Isaiah Todd\toddis01,PF,20,WAS,9,35,15.6,.477,.667,.267,6.3,21.4,14.0,4.2,2.8,4.8,5.6,22.5,,0.0,0.1,0.0,.058,,1.6,0.2,1.8,0.0
533,Obi Toppin\toppiob01,PF,23,NYK,52,794,16.6,.583,.303,.293,6.4,19.1,12.6,10.0,0.9,2.8,11.0,20.2,,1.2,0.9,2.0,.123,,0.2,0.0,0.2,0.4
534,Juan Toscano-Anderson\toscaju01,SF,28,GSW,55,805,11.6,.559,.361,.282,3.6,15.4,9.8,18.0,2.4,1.8,20.6,15.5,,0.3,1.5,1.8,.105,,-2.8,2.4,-0.4,0.3
535,Karl-Anthony Towns\townska01,C,26,MIN,50,1707,23.8,.631,.308,.352,8.6,21.7,14.9,19.6,1.4,3.3,14.7,27.4,,4.8,2.0,6.8,.192,,4.6,0.4,5.0,3.0
536,Gary Trent Jr.\trentga02,SG,23,TOR,46,1607,16.0,.563,.512,.149,1.0,7.7,4.2,8.7,2.8,0.9,5.6,21.5,,2.6,1.5,4.1,.124,,0.6,0.3,0.9,1.2
537,P.J. Tucker\tuckepj01,PF,36,MIA,50,1415,12.4,.623,.486,.159,5.8,15.8,10.8,10.7,1.5,0.8,12.7,12.1,,2.2,1.8,4.0,.135,,-0.1,1.2,1.1,1.1
538,Rayjon Tucker\tuckera01,SG,24,DEN,3,29,13.9,.798,1.000,2.000,3.9,11.3,7.7,16.9,1.7,0.0,0.0,5.7,,0.1,0.0,0.1,.220,,0.7,1.3,2.0,0.0
539,Myles Turner\turnemy01,C,25,IND,42,1235,17.9,.615,.466,.267,5.8,21.0,13.3,5.3,1.1,8.3,10.9,17.2,,1.9,1.6,3.5,.135,,0.3,1.4,1.7,1.1
540,Jonas Valančiūnas\valanjo01,C,29,NOP,50,1568,21.0,.612,.178,.311,11.3,29.9,20.4,14.0,0.8,2.8,14.5,23.7,,3.2,1.6,4.8,.148,,2.1,-0.4,1.7,1.5
541,Denzel Valentine\valende01,SG,28,TOT,24,222,8.2,.523,.712,.000,4.5,15.6,10.3,7.0,1.8,0.0,15.4,15.5,,-0.1,0.3,0.2,.054,,-3.0,0.4,-2.6,0.0
541,Denzel Valentine\valende01,SG,28,CLE,22,204,8.6,.516,.710,.000,4.9,14.9,10.1,7.6,1.7,0.0,13.9,15.5,,0.0,0.3,0.3,.061,,-2.6,0.3,-2.3,0.0
541,Denzel Valentine\valende01,SG,28,UTA,2,18,4.3,.625,.750,.000,0.0,23.2,12.1,0.0,2.7,0.0,33.3,14.5,,0.0,0.0,0.0,-0.023,,-7.7,1.5,-6.2,0.0
542,Jarred Vanderbilt\vandeja01,PF,22,MIN,52,1349,16.6,.621,.042,.341,12.3,24.4,18.1,7.0,2.8,2.8,14.5,10.9,,2.6,2.1,4.7,.168,,-0.4,1.3,0.9,1.0
543,Fred VanVleet\vanvlfr01,PG,27,TOR,49,1889,19.1,.572,.577,.201,2.0,11.4,6.5,28.3,2.1,1.3,12.6,24.1,,4.2,1.7,6.0,.152,,4.4,0.1,4.5,3.1
544,Devin Vassell\vassede01,SF,21,SAS,49,1254,13.7,.543,.493,.108,2.2,15.4,8.8,8.7,1.8,2.0,6.4,18.9,,0.9,1.3,2.2,.086,,-0.3,0.0,-0.3,0.5
545,Gabe Vincent\vincega01,PG,25,MIA,48,1154,12.0,.571,.621,.115,1.8,7.6,4.7,20.3,2.0,1.1,15.8,18.0,,1.0,1.3,2.4,.098,,-1.0,0.6,-0.4,0.5
546,Nikola Vučević\vucevni01,C,31,CHI,50,1689,19.3,.537,.298,.102,6.8,31.2,19.2,16.6,1.4,3.1,10.1,24.3,,1.6,2.4,4.0,.115,,1.5,0.2,1.7,1.6
547,Dean Wade\wadede01,PF,25,CLE,42,809,10.5,.588,.676,.148,3.5,13.3,8.5,8.1,1.5,0.5,7.6,11.4,,1.0,1.1,2.1,.125,,-1.6,1.4,-0.2,0.4
548,Franz Wagner\wagnefr01,SF,20,ORL,58,1856,14.5,.554,.275,.219,3.5,11.7,7.6,15.4,1.3,1.3,10.4,21.1,,1.6,1.2,2.7,.070,,-0.5,-0.7,-1.1,0.4
549,Moritz Wagner\wagnemo01,C,24,ORL,45,564,18.4,.627,.521,.332,4.1,16.7,10.4,15.1,1.1,1.6,10.5,23.5,,1.2,0.4,1.7,.141,,1.7,-0.2,1.6,0.5
550,Ish Wainright\wainris01,PF,27,PHO,29,215,7.2,.442,.534,.121,9.6,8.7,9.1,5.8,2.0,2.1,14.1,14.3,,-0.1,0.3,0.2,.048,,-4.1,0.6,-3.6,-0.1
551,Kemba Walker\walkeke02,PG,31,NYK,35,901,14.2,.536,.537,.185,1.5,11.5,6.4,22.2,1.4,0.6,10.9,21.1,,1.0,0.7,1.7,.090,,0.7,-0.5,0.1,0.5
552,Lonnie Walker IV\walkelo01,SG,23,SAS,52,1177,11.2,.491,.454,.169,1.1,10.5,5.7,14.0,1.4,1.1,9.0,22.8,,-0.3,0.8,0.5,.021,,-2.1,-1.3,-3.4,-0.4
553,M.J. Walker\walkemj01,SG,23,PHO,2,8,-3.3,.000,.500,.000,0.0,12.9,6.6,13.9,12.1,0.0,0.0,21.6,,-0.1,0.0,0.0,-0.270,,-15.7,6.1,-9.7,0.0
554,Derrick Walton\waltode01,PG,26,DET,3,108,6.0,.342,.500,.154,1.9,8.4,5.0,27.1,3.1,3.4,28.4,15.3,,-0.3,0.1,-0.2,-0.076,,-5.4,0.7,-4.7,-0.1
555,Brad Wanamaker\wanambr01,PG,32,TOT,23,320,7.8,.472,.221,.325,2.1,11.5,6.7,23.0,1.1,1.6,20.7,15.0,,-0.1,0.1,0.1,.014,,-5.1,-0.6,-5.7,-0.3
555,Brad Wanamaker\wanambr01,PG,32,IND,22,293,6.8,.465,.236,.306,2.2,11.1,6.6,21.9,0.8,1.8,22.0,15.4,,-0.1,0.1,0.0,-0.006,,-5.5,-1.1,-6.5,-0.3
555,Brad Wanamaker\wanambr01,PG,32,WAS,1,27,18.5,.554,.000,.600,0.0,15.9,8.1,34.6,3.7,0.0,0.0,10.4,,0.1,0.0,0.1,.222,,-1.5,4.7,3.2,0.0
556,Duane Washington Jr.\washidu02,PG,21,IND,26,531,9.4,.489,.509,.111,0.4,10.1,5.2,14.4,1.2,0.2,9.9,22.1,,-0.2,0.2,0.0,-0.003,,-2.5,-2.7,-5.2,-0.4
557,P.J. Washington\washipj01,PF,23,CHO,41,1011,14.0,.588,.611,.193,5.2,17.9,11.4,11.3,1.4,3.6,13.8,16.6,,1.1,0.9,1.9,.092,,-0.2,0.1,-0.1,0.5
558,Yuta Watanabe\watanyu01,SF,27,TOR,24,359,9.6,.511,.562,.248,4.0,17.8,10.6,5.8,1.0,3.0,12.1,15.8,,0.0,0.3,0.4,.047,,-2.5,-0.6,-3.2,-0.1
559,Lindy Waters III\waterli01,SG,24,OKC,2,5,2.4,,,,0.0,20.7,10.2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.037,,-9.0,-0.2,-9.2,0.0
560,Tremont Waters\watertr01,PG,24,TOT,3,50,5.6,.357,.643,.000,0.0,9.2,4.4,18.3,5.0,0.0,22.2,15.5,,-0.1,0.1,0.0,-0.043,,-7.6,-0.1,-7.7,-0.1
560,Tremont Waters\watertr01,PG,24,TOR,2,42,5.3,.333,.750,.000,0.0,10.9,5.2,21.8,4.8,0.0,25.0,16.3,,-0.1,0.1,-0.1,-0.064,,-7.3,-0.9,-8.2,-0.1
560,Tremont Waters\watertr01,PG,24,WAS,1,8,7.5,.500,.000,.000,0.0,0.0,0.0,0.0,6.2,0.0,0.0,11.1,,0.0,0.0,0.0,.063,,-9.3,4.1,-5.2,0.0
561,Trendon Watford\watfotr01,SF,21,POR,31,379,14.5,.614,.103,.340,6.8,20.1,13.3,12.0,1.2,3.6,16.5,15.4,,0.5,0.3,0.8,.102,,-2.7,0.2,-2.5,-0.1
562,Paul Watson\watsopa01,SF,27,OKC,9,156,5.9,.432,.743,.057,1.9,15.9,8.8,7.4,0.9,1.8,10.0,11.1,,-0.1,0.2,0.0,.014,,-4.9,-0.6,-5.5,-0.1
563,Quinndary Weatherspoon\weathqu01,SG,25,GSW,5,33,11.2,.643,.100,.200,3.4,15.8,9.9,9.3,1.5,2.9,21.6,18.3,,0.0,0.1,0.1,.098,,-6.8,0.4,-6.4,0.0
564,Russell Westbrook\westbru01,PG,33,LAL,56,1937,15.2,.505,.217,.321,4.2,19.6,12.0,33.7,1.5,0.7,18.2,27.5,,-0.4,2.0,1.6,.039,,-0.7,-0.6,-1.4,0.3
565,Coby White\whiteco01,PG,21,CHI,37,1027,13.2,.574,.538,.158,1.3,10.6,6.0,13.7,0.9,0.8,9.9,20.3,,1.1,0.5,1.6,.077,,-0.3,-1.9,-2.2,0.0
566,Derrick White\whitede01,SG,27,TOT,51,1543,16.1,.550,.461,.277,1.9,10.6,6.2,24.8,1.6,2.3,11.9,20.9,,2.3,1.3,3.6,.113,,1.3,0.4,1.7,1.5
566,Derrick White\whitede01,SG,27,SAS,49,1486,16.2,.551,.453,.281,1.7,10.5,6.1,25.0,1.6,2.3,12.0,20.7,,2.2,1.2,3.5,.113,,1.4,0.4,1.7,1.4
566,Derrick White\whitede01,SG,27,BOS,2,57,15.3,.514,.654,.192,5.7,12.9,9.3,19.3,1.7,1.6,9.6,24.0,,0.1,0.1,0.1,.121,,0.2,2.5,2.6,0.1
567,Hassan Whiteside\whiteha01,C,32,UTA,44,813,22.0,.651,.000,.475,14.8,29.7,22.6,3.4,0.8,7.0,11.8,17.7,,2.3,1.6,3.9,.229,,0.1,1.1,1.3,0.7
568,Joe Wieskamp\wieskjo01,SG,22,SAS,15,92,12.9,.595,.679,.250,3.4,5.7,4.6,7.2,1.0,1.8,3.1,14.8,,0.2,0.0,0.2,.106,,0.8,-0.9,-0.1,0.0
569,Aaron Wiggins\wiggiaa01,SG,23,OKC,32,698,11.3,.580,.450,.272,4.1,12.2,8.1,7.5,1.6,0.8,11.8,14.2,,0.6,0.7,1.2,.086,,-3.0,0.5,-2.6,-0.1
570,Andrew Wiggins\wiggian01,SF,26,GSW,52,1649,16.5,.582,.392,.232,3.6,10.8,7.3,10.8,1.5,2.1,8.6,23.2,,2.2,2.5,4.6,.135,,1.3,0.2,1.5,1.5
571,Lindell Wigginton\wiggili01,PG,23,MIL,7,43,16.8,.864,.364,.000,2.5,7.2,4.9,17.5,2.3,2.3,26.7,15.0,,0.1,0.0,0.1,.160,,0.9,1.1,2.0,0.0
572,Brandon Williams\willibr03,PG,22,POR,2,12,26.5,.658,.000,2.333,0.0,18.7,9.1,25.9,0.0,0.0,0.0,22.1,,0.1,0.0,0.1,.287,,5.1,-1.0,4.1,0.0
573,Grant Williams\willigr01,PF,23,BOS,53,1211,11.8,.654,.670,.178,3.6,11.3,7.5,6.7,1.1,2.9,12.1,12.0,,1.8,1.7,3.5,.139,,-0.8,1.3,0.5,0.8
574,Kenrich Williams\willike04,SF,27,OKC,48,1045,13.5,.527,.380,.179,7.2,14.0,10.5,15.8,2.0,0.9,12.2,15.7,,0.8,1.2,2.0,.092,,-1.4,1.1,-0.3,0.4
575,Lou Williams\willilo02,PG,35,ATL,38,556,13.3,.508,.351,.234,2.2,9.5,5.9,19.6,1.8,0.5,10.5,22.4,,0.3,0.2,0.5,.046,,-1.4,-1.5,-2.9,-0.1
576,Patrick Williams\willipa01,PF,20,CHI,5,125,9.5,.666,.261,.174,0.9,8.8,4.9,3.1,1.2,1.4,7.5,9.4,,0.2,0.1,0.2,.088,,-2.5,0.4,-2.1,0.0
577,Robert Williams\williro04,C,24,BOS,47,1408,21.9,.738,.004,.264,14.1,20.3,17.3,10.0,1.5,6.8,15.2,11.7,,4.4,3.0,7.4,.252,,2.1,2.8,4.9,2.4
578,Ziaire Williams\willizi02,SF,20,MEM,38,821,8.3,.537,.573,.101,1.4,7.3,4.3,5.6,1.2,0.8,7.8,14.1,,0.5,0.5,1.0,.060,,-3.2,-1.0,-4.1,-0.4
579,D.J. Wilson\wilsodj01,PF,25,TOR,3,48,26.8,.779,.182,.909,2.2,31.0,15.9,12.5,5.2,2.0,11.5,15.6,,0.2,0.1,0.3,.317,,1.5,3.2,4.7,0.1
580,Dylan Windler\windldy01,SF,25,CLE,37,344,9.7,.581,.701,.117,4.6,14.7,9.8,10.0,1.3,0.5,13.8,12.0,,0.3,0.5,0.8,.111,,-2.0,1.3,-0.7,0.1
581,Justise Winslow\winslju01,SF,25,TOT,41,602,13.2,.499,.240,.257,6.3,21.6,14.1,15.8,2.3,3.2,17.8,17.6,,-0.2,1.0,0.8,.064,,-2.9,1.7,-1.2,0.1
581,Justise Winslow\winslju01,SF,25,LAC,37,479,12.7,.490,.206,.291,6.8,22.0,14.6,15.8,2.1,3.2,18.9,17.9,,-0.3,0.8,0.6,.057,,-3.4,1.8,-1.6,0.0
581,Justise Winslow\winslju01,SF,25,POR,4,123,15.4,.535,.368,.132,4.4,20.1,12.0,15.9,2.8,3.2,13.0,16.4,,0.1,0.1,0.2,.089,,-1.1,1.3,0.2,0.1
582,Cassius Winston\winstca01,PG,23,WAS,3,17,11.0,.595,.800,.400,0.0,0.0,0.0,33.3,0.0,0.0,14.5,18.0,,0.0,0.0,0.0,.110,,-3.0,-3.4,-6.4,0.0
583,Christian Wood\woodch01,C,26,HOU,52,1617,18.5,.572,.372,.352,6.2,30.2,18.2,12.0,1.1,2.8,10.9,23.7,,1.9,1.3,3.2,.096,,1.6,-0.9,0.7,1.1
584,Robert Woodard II\woodaro01,SF,22,SAC,12,42,2.2,.207,.250,.125,12.8,15.5,14.1,9.0,1.1,2.0,5.6,18.2,,-0.1,0.0,-0.1,-0.143,,-6.5,-3.8,-10.3,-0.1
585,Delon Wright\wrighde01,SG,29,ATL,51,927,13.2,.548,.393,.219,3.9,12.5,8.2,17.7,2.8,1.0,14.1,11.0,,1.2,0.7,2.0,.101,,-0.5,1.8,1.3,0.8
586,McKinley Wright IV\wrighmc01,PG,23,MIN,3,9,13.9,.833,.667,.000,0.0,0.0,0.0,17.6,0.0,0.0,25.0,18.6,,0.0,0.0,0.0,.079,,0.5,-2.7,-2.3,0.0
587,Moses Wright\wrighmo01,PF,23,LAC,1,1,31.7,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.439,,10.8,13.5,24.3,0.0
588,Thaddeus Young\youngth01,PF,33,SAS,26,370,19.0,.574,.039,.172,11.2,15.1,13.2,22.8,3.0,1.6,17.9,19.2,,0.5,0.5,1.0,.129,,0.7,1.6,2.3,0.4
589,Trae Young\youngtr01,PG,23,ATL,51,1763,24.7,.588,.381,.327,2.1,10.2,6.2,46.5,1.4,0.3,15.0,35.0,,5.2,0.5,5.7,.156,,6.6,-2.2,4.4,2.9
590,Omer Yurtseven\yurtsom01,C,23,MIA,40,564,18.0,.549,.036,.268,13.5,33.5,23.6,11.8,1.3,3.4,13.6,19.7,,0.7,1.1,1.8,.155,,-1.3,0.7,-0.6,0.2
591,Cody Zeller\zelleco01,C,29,POR,27,355,17.7,.627,.044,.544,15.1,23.7,19.3,9.3,1.1,1.6,14.6,16.0,,0.9,0.2,1.2,.161,,-0.9,-1.0,-1.9,0.0
592,Ivica Zubac\zubaciv01,C,24,LAC,52,1256,18.2,.683,.000,.563,11.3,22.8,17.2,8.3,0.9,3.5,17.5,15.2,,2.9,1.9,4.8,.182,,-0.3,0.9,0.7,0.8
