Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
215,Montrezl Harrell\harremo01,C,28,WAS,46,1117,24.4,.684,.039,.535,9.5,20.4,15.1,14.3,0.8,2.3,9.6,20.8,,4.4,0.9,5.3,.229,,4.4,0.4,4.9,2.0
215,Montrezl Harrell\harremo01,C,28,CHO,2,51,26.5,.756,.000,.824,10.0,21.2,15.4,9.8,0.9,1.9,11.5,21.6,,0.2,0.0,0.2,.222,,3.0,-0.5,2.4,0.1
216,Gary Harris\harriga01,SG,27,ORL,50,1471,10.9,.568,.521,.167,2.2,5.6,3.9,9.9,1.4,0.5,9.1,16.3,,1.1,0.6,1.7,.056,,-1.8,-0.9,-2.8,-0.3
217,Joe Harris\harrijo01,SF,30,BRK,14,423,9.8,.624,.710,.048,1.3,12.7,7.1,4.5,0.8,0.4,11.2,14.6,,0.3,0.2,0.5,.059,,-0.8,-0.8,-1.6,0.0
218,Tobias Harris\harrito02,PF,29,PHI,47,1664,17.8,.568,.227,.232,3.6,19.2,11.5,17.1,0.9,1.7,9.9,23.5,,2.4,1.8,4.2,.122,,1.3,-0.5,0.8,1.2
219,Shaquille Harrison\harrish01,SG,28,BRK,2,23,4.7,.333,.333,.000,4.8,13.7,9.4,16.9,2.1,3.8,25.0,15.0,,-0.1,0.0,0.0,-0.070,,-8.8,0.7,-8.2,0.0
220,Josh Hart\hartjo01,PF-SG,26,TOT,42,1411,15.4,.608,.342,.407,4.1,21.3,12.5,18.3,1.6,0.7,15.3,17.0,,2.2,1.2,3.4,.117,,0.0,0.5,0.5,0.9
220,Josh Hart\hartjo01,PF,26,NOP,41,1374,15.4,.604,.337,.399,4.2,21.8,12.8,18.5,1.6,0.8,15.1,16.8,,2.2,1.2,3.4,.118,,0.0,0.6,0.6,0.9
220,Josh Hart\hartjo01,SG,26,POR,1,37,14.1,.741,.500,.667,0.0,3.0,1.5,8.7,0.0,0.0,20.5,23.0,,0.1,0.0,0.1,.070,,-0.5,-2.5,-3.0,0.0
221,Isaiah Hartenstein\harteis01,C,23,LAC,44,695,21.6,.645,.028,.330,10.4,18.0,14.3,18.7,2.1,5.8,15.8,18.7,,1.7,1.2,3.0,.205,,0.5,3.2,3.7,1.0
222,Udonis Haslem\hasleud01,C,41,MIA,9,57,13.8,.557,.091,.136,8.0,27.4,17.8,8.5,0.9,1.9,11.4,20.5,,0.1,0.1,0.1,.119,,-2.9,0.5,-2.4,0.0
223,Sam Hauser\hausesa01,SF,24,BOS,10,41,6.6,.429,1.000,.000,2.6,12.8,7.8,3.4,1.2,2.2,0.0,15.0,,0.0,0.1,0.0,.052,,-3.1,0.0,-3.2,0.0
224,Jaxson Hayes\hayesja02,C,21,NOP,44,725,19.4,.688,.120,.495,8.8,17.4,13.0,4.5,1.2,4.2,11.1,17.6,,2.0,0.7,2.7,.178,,0.1,-0.3,-0.2,0.3
225,Killian Hayes\hayeski01,PG,20,DET,44,1093,8.6,.458,.393,.172,1.9,11.5,6.4,24.6,2.0,1.9,19.7,14.9,,-0.7,0.8,0.1,.002,,-4.5,0.3,-4.1,-0.6
226,Gordon Hayward\haywago01,SF,31,CHO,48,1547,15.4,.571,.357,.244,2.5,12.8,7.5,16.2,1.4,1.3,10.6,20.6,,2.1,0.8,2.9,.091,,0.3,-1.0,-0.7,0.5
227,Aaron Henry\henryaa01,SF,22,PHI,6,17,-7.4,.200,.200,.000,0.0,6.4,3.3,0.0,0.0,10.5,28.6,18.6,,-0.1,0.0,-0.1,-0.307,,-13.8,-2.5,-16.4,-0.1
228,Juancho Hernangómez\hernaju01,PF,26,TOT,24,148,5.7,.336,.636,.394,9.3,19.2,14.3,5.0,1.7,1.8,17.1,13.7,,-0.3,0.2,0.0,-0.013,,-5.3,-1.1,-6.5,-0.2
228,Juancho Hernangómez\hernaju01,PF,26,BOS,18,96,3.9,.307,.667,.333,10.1,17.5,13.8,4.1,2.1,1.9,16.2,16.9,,-0.3,0.2,-0.1,-0.050,,-6.9,-1.6,-8.5,-0.2
228,Juancho Hernangómez\hernaju01,PF,26,SAS,5,51,9.2,.451,.500,.667,8.1,22.8,15.4,6.8,0.9,1.6,20.5,8.1,,0.0,0.1,0.1,.055,,-2.3,-0.3,-2.6,0.0
228,Juancho Hernangómez\hernaju01,PF,26,UTA,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.006,,-5.0,-2.9,-7.9,0.0
229,Willy Hernangómez\hernawi01,C,27,NOP,29,480,23.0,.586,.037,.433,18.0,29.4,23.5,13.6,1.0,1.8,11.2,22.6,,1.4,0.5,1.9,.186,,2.6,-1.5,1.1,0.4
230,Tyler Herro\herroty01,SG,22,MIA,46,1504,14.8,.536,.389,.177,2.0,14.5,8.3,20.5,1.0,0.6,13.0,29.1,,0.4,1.6,1.9,.062,,0.7,-1.2,-0.5,0.6
231,Buddy Hield\hieldbu01,SG,29,TOT,57,1654,12.1,.533,.711,.128,3.0,12.6,7.8,10.2,1.4,0.8,10.8,22.3,,0.3,0.6,0.9,.027,,0.3,-1.7,-1.4,0.2
231,Buddy Hield\hieldbu01,SG,29,SAC,55,1574,12.3,.540,.714,.133,2.9,12.2,7.6,9.9,1.5,0.8,10.9,22.4,,0.4,0.6,1.0,.031,,0.5,-1.7,-1.2,0.3
231,Buddy Hield\hieldbu01,SG,29,IND,2,80,7.6,.398,.639,.028,4.1,19.6,11.8,16.4,0.6,1.1,7.6,21.2,,-0.1,0.0,-0.1,-0.037,,-3.7,-2.7,-6.3,-0.1
232,Haywood Highsmith\highsha01,SF,25,MIA,4,42,10.9,.750,.875,.000,5.4,8.0,6.7,0.0,0.0,2.6,0.0,8.4,,0.1,0.0,0.1,.140,,0.0,-0.8,-0.8,0.0
233,George Hill\hillge01,SG,35,MIL,41,1044,11.0,.564,.500,.214,3.6,9.6,6.7,12.9,1.5,0.6,12.0,12.0,,1.3,0.9,2.2,.101,,-1.7,0.5,-1.3,0.2
234,Malcolm Hill\hillma01,SF-SG,26,TOT,16,196,13.6,.646,.688,.292,6.3,11.7,9.0,2.7,1.5,1.3,3.6,12.6,,0.4,0.1,0.6,.143,,-0.5,-0.9,-1.4,0.0
234,Malcolm Hill\hillma01,SG,26,ATL,3,46,19.3,.871,.625,.500,4.8,9.4,7.1,2.9,4.3,2.0,0.0,9.3,,0.2,0.1,0.2,.252,,0.3,3.6,3.9,0.1
234,Malcolm Hill\hillma01,SF,26,CHI,13,150,11.8,.597,.700,.250,6.7,12.4,9.6,2.7,0.7,1.2,4.3,13.6,,0.3,0.1,0.3,.110,,-0.7,-2.2,-3.0,0.0
235,Solomon Hill\hillso01,PF,30,ATL,13,139,3.4,.200,.650,.000,4.7,13.2,9.0,10.4,1.4,1.3,4.8,6.6,,-0.1,0.1,0.0,-0.010,,-5.0,1.0,-4.1,-0.1
236,Nate Hinton\hintona01,SG,22,IND,2,2,-45.7,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.0,,-0.1,0.0,-0.1,-1.235,,-28.0,-14.3,-42.4,0.0
237,Jaylen Hoard\hoardja01,SF,22,OKC,1,2,6.0,.000,.000,.000,49.9,51.7,50.8,0.0,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,-0.204,,-3.6,-9.4,-13.0,0.0
238,Aaron Holiday\holidaa01,PG,25,TOT,42,672,11.9,.557,.320,.160,1.5,9.4,5.5,17.3,1.8,1.1,14.6,18.1,,0.2,0.4,0.7,.047,,-2.2,0.2,-2.0,0.0
238,Aaron Holiday\holidaa01,PG,25,WAS,41,663,11.6,.547,.313,.164,1.5,9.4,5.5,17.5,1.8,1.1,14.5,18.0,,0.2,0.4,0.6,.045,,-2.3,0.2,-2.2,0.0
238,Aaron Holiday\holidaa01,PG,25,PHO,1,9,32.3,1.000,.600,.000,0.0,11.5,5.9,0.0,0.0,0.0,16.7,28.7,,0.0,0.0,0.0,.192,,6.5,2.0,8.5,0.0
239,Jrue Holiday\holidjr01,PG,31,MIL,44,1442,20.0,.590,.319,.167,3.1,11.7,7.5,32.1,2.2,1.6,15.0,23.5,,3.0,1.7,4.7,.156,,3.0,0.3,3.3,1.9
240,Justin Holiday\holidju01,SF-SG,32,TOT,51,1476,10.5,.564,.730,.090,1.5,9.0,5.2,9.2,1.3,1.1,9.8,16.0,,1.1,0.6,1.7,.054,,-0.7,-0.9,-1.6,0.1
240,Justin Holiday\holidju01,SF,32,IND,49,1416,10.6,.568,.734,.090,1.4,9.2,5.3,9.1,1.3,1.1,9.3,16.0,,1.2,0.5,1.7,.059,,-0.6,-0.8,-1.5,0.2
240,Justin Holiday\holidju01,SG,32,SAC,2,60,6.9,.453,.632,.105,3.6,3.6,3.6,13.5,2.4,1.4,20.1,17.7,,-0.1,0.0,-0.1,-0.052,,-3.5,-1.9,-5.5,-0.1
241,Richaun Holmes\holmeri01,C,28,SAC,39,980,19.1,.710,.018,.316,9.3,23.1,16.2,7.2,0.8,3.3,14.2,15.9,,2.6,0.7,3.3,.163,,0.4,-0.1,0.3,0.6
242,Rodney Hood\hoodro01,SF,29,MIL,39,581,6.9,.470,.611,.107,2.4,9.6,6.1,6.7,1.0,0.7,4.9,10.7,,0.2,0.4,0.6,.047,,-3.2,-0.3,-3.5,-0.2
243,Scotty Hopson\hopsosc01,SG,32,OKC,1,18,0.2,.500,.250,.000,0.0,5.7,2.8,8.4,0.0,0.0,33.3,14.5,,0.0,0.0,0.0,-0.121,,-8.7,-2.9,-11.6,0.0
244,Al Horford\horfoal01,C,35,BOS,49,1388,16.2,.541,.464,.184,6.1,21.9,14.1,17.4,1.0,4.3,9.6,15.8,,2.2,2.6,4.8,.166,,1.0,2.5,3.5,1.9
245,Talen Horton-Tucker\hortota01,SG,21,LAL,41,1057,10.4,.502,.344,.217,2.4,11.1,6.8,14.6,1.7,1.7,13.4,18.5,,-0.2,1.0,0.8,.034,,-3.5,-0.2,-3.8,-0.5
246,Danuel House Jr.\houseda01,SF,28,TOT,24,371,10.4,.525,.518,.289,2.4,15.5,9.0,11.6,1.3,1.9,14.6,17.3,,0.0,0.2,0.3,.034,,-2.0,-0.6,-2.6,-0.1
246,Danuel House Jr.\houseda01,SF,28,HOU,16,233,7.1,.467,.459,.257,1.9,18.5,10.2,11.7,1.0,2.0,17.9,18.2,,-0.3,0.1,-0.2,-0.047,,-4.6,-1.0,-5.6,-0.2
246,Danuel House Jr.\houseda01,SF,28,NYK,1,3,-13.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,,0.0,0.0,0.0,-0.352,,-12.4,-8.1,-20.5,0.0
246,Danuel House Jr.\houseda01,SF,28,UTA,7,135,16.7,.642,.615,.359,3.4,10.8,7.3,11.6,1.8,1.9,8.1,15.8,,0.4,0.2,0.5,.182,,2.7,0.3,3.0,0.2
247,Dwight Howard\howardw01,C,36,LAL,41,594,18.3,.657,.073,.685,14.2,25.5,19.9,5.1,2.3,3.8,17.0,14.1,,1.3,1.0,2.3,.183,,-0.7,0.7,0.0,0.3
248,Markus Howard\howarma02,SG,22,DEN,22,134,15.2,.568,.726,.192,0.0,4.9,2.5,6.9,2.6,0.0,7.0,28.1,,0.1,0.1,0.2,.077,,0.8,-1.5,-0.6,0.0
249,Kevin Huerter\huertke01,SG,23,ATL,49,1424,11.6,.565,.514,.072,1.6,10.3,6.0,13.9,1.0,1.1,11.7,17.4,,1.1,0.4,1.5,.050,,-0.7,-1.1,-1.8,0.1
250,Jay Huff\huffja01,C,23,LAL,4,20,0.6,.000,.667,.000,5.4,15.8,10.6,5.9,2.4,4.5,25.0,8.6,,-0.1,0.0,0.0,-0.111,,-8.2,0.9,-7.2,0.0
251,Elijah Hughes\hugheel01,SF-SG,23,TOT,15,123,9.9,.554,.786,.071,1.8,13.7,8.0,6.9,1.6,0.7,13.9,17.8,,0.0,0.1,0.1,.051,,-1.7,-0.8,-2.5,0.0
251,Elijah Hughes\hugheel01,SF,23,UTA,14,112,10.7,.576,.778,.083,2.0,14.0,8.3,7.5,1.8,0.8,15.8,17.2,,0.0,0.1,0.2,.065,,-1.1,-0.4,-1.5,0.0
251,Elijah Hughes\hugheel01,SG,23,POR,1,11,2.5,.417,.833,.000,0.0,10.2,5.0,0.0,0.0,0.0,0.0,23.8,,0.0,0.0,0.0,-0.098,,-8.7,-4.3,-13.0,0.0
252,De'Andre Hunter\huntede01,SF,24,ATL,28,811,10.0,.536,.339,.256,1.8,11.2,6.5,6.4,1.1,1.1,10.7,20.2,,0.0,0.3,0.2,.014,,-2.6,-1.5,-4.1,-0.4
253,Chandler Hutchison\hutchch01,SF,25,PHO,6,22,1.1,.694,.000,1.000,0.0,23.5,12.1,10.7,0.0,0.0,58.1,13.5,,-0.1,0.0,0.0,-0.082,,-7.8,-0.7,-8.4,0.0
254,Bones Hyland\hylanbo01,PG,21,DEN,44,784,10.9,.512,.618,.157,1.0,15.5,8.4,16.1,1.3,1.5,12.4,24.2,,-0.3,0.8,0.4,.027,,-2.0,-1.1,-3.1,-0.2
255,Serge Ibaka\ibakase01,C,32,LAC,35,538,15.1,.567,.323,.151,8.0,20.9,14.7,10.4,0.6,4.1,13.9,19.4,,0.4,0.7,1.1,.098,,-1.1,0.1,-1.0,0.1
256,Andre Iguodala\iguodan01,SF,38,GSW,26,518,13.1,.491,.598,.157,4.1,13.5,9.0,25.2,2.1,3.9,17.4,11.1,,0.6,1.0,1.6,.145,,-0.2,3.7,3.5,0.7
257,Joe Ingles\inglejo01,SF,34,UTA,45,1122,10.2,.551,.789,.077,1.2,11.1,6.4,18.9,1.0,0.4,13.5,13.2,,1.3,0.9,2.2,.095,,-0.5,0.4,-0.1,0.5
258,Brandon Ingram\ingrabr01,SF,24,NOP,42,1448,18.2,.545,.245,.304,2.2,16.1,9.0,27.2,0.9,1.3,11.4,29.5,,1.7,0.9,2.6,.086,,2.5,-1.0,1.4,1.3
259,Kyrie Irving\irvinky01,PG,29,BRK,14,507,19.0,.555,.338,.189,1.7,12.3,7.1,24.3,1.4,1.6,10.0,28.8,,0.7,0.4,1.1,.102,,2.7,-2.0,0.7,0.3
260,Wes Iwundu\iwundwe01,SF,27,ATL,3,82,7.3,.557,.278,.222,4.0,13.2,8.6,0.0,0.6,0.0,4.8,11.1,,0.1,0.0,0.1,.043,,-3.8,-2.8,-6.6,-0.1
261,Frank Jackson\jacksfr01,PG,23,DET,43,968,10.8,.536,.592,.194,1.5,6.5,3.8,7.0,1.1,0.8,7.0,20.7,,0.3,0.2,0.5,.026,,-1.4,-1.8,-3.2,-0.3
262,Isaiah Jackson\jacksis01,PF,20,IND,20,193,23.1,.590,.084,.398,13.6,18.0,15.8,6.0,2.8,6.7,10.1,24.2,,0.4,0.3,0.7,.175,,-0.2,0.2,0.1,0.1
263,Jaren Jackson Jr.\jacksja02,PF,22,MEM,57,1591,17.5,.537,.399,.326,5.6,17.2,11.3,5.6,1.7,7.2,9.8,25.6,,1.5,2.6,4.1,.123,,-0.4,0.5,0.1,0.8
264,Josh Jackson\jacksjo02,SF,24,DET,39,707,10.1,.501,.450,.223,2.4,17.1,9.3,11.0,1.4,2.3,12.1,19.0,,-0.4,0.5,0.1,.010,,-3.4,-0.4,-3.9,-0.3
265,Justin Jackson\jacksju01,SF,26,TOT,7,37,8.0,.472,.600,.133,2.9,16.8,10.0,7.2,0.0,0.0,5.9,19.7,,0.0,0.0,0.0,.040,,-2.1,-1.3,-3.4,0.0
265,Justin Jackson\jacksju01,SF,26,BOS,1,2,23.5,.532,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,,0.0,0.0,0.0,.265,,1.9,-4.6,-2.7,0.0
265,Justin Jackson\jacksju01,SF,26,PHO,6,35,7.1,.464,.643,.000,3.1,17.7,10.6,7.6,0.0,0.0,6.7,18.5,,0.0,0.0,0.0,.027,,-2.3,-1.1,-3.4,0.0
266,Reggie Jackson\jacksre01,SG,31,LAC,54,1659,12.5,.497,.444,.135,1.8,9.6,5.8,22.4,1.2,0.4,11.4,27.0,,-0.8,1.3,0.6,.017,,-0.9,-1.5,-2.5,-0.2
267,LeBron James\jamesle01,SF,37,LAL,40,1469,26.6,.613,.373,.270,3.3,19.4,11.4,32.2,2.1,2.5,11.9,31.4,,4.1,1.9,6.0,.197,,6.7,1.3,8.0,3.7
268,DeJon Jarreau\jarrede01,SG,24,IND,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.016,,-6.3,-1.5,-7.8,0.0
269,DaQuan Jeffries\jeffrda01,SG,24,MEM,3,9,8.6,.500,.500,.000,0.0,23.7,11.7,14.3,0.0,0.0,0.0,9.2,,0.0,0.0,0.0,.097,,-5.7,0.7,-5.0,0.0
270,Ty Jerome\jeromty01,SG,24,OKC,47,782,11.2,.481,.567,.134,2.3,7.8,5.0,21.8,1.8,0.6,9.8,20.9,,0.0,0.7,0.6,.040,,-2.5,-0.2,-2.7,-0.1
271,Isaiah Joe\joeis01,SG,22,PHI,40,493,7.7,.520,.768,.152,1.1,8.9,5.1,7.9,1.0,0.4,8.1,14.7,,0.1,0.3,0.5,.044,,-2.8,-1.4,-4.2,-0.3
272,Alize Johnson\johnsal02,PF,25,TOT,19,139,9.8,.492,.138,.276,16.9,21.2,19.1,7.5,1.1,0.0,25.3,13.8,,0.0,0.1,0.1,.039,,-3.7,-1.7,-5.4,-0.1
272,Alize Johnson\johnsal02,PF,25,CHI,16,121,10.4,.537,.087,.304,14.8,18.2,16.5,8.6,1.2,0.0,23.5,12.4,,0.1,0.1,0.2,.071,,-3.1,-0.7,-3.9,-0.1
272,Alize Johnson\johnsal02,PF,25,WAS,3,18,5.9,.311,.333,.167,30.8,41.6,36.3,0.0,0.0,0.0,31.8,23.3,,-0.1,0.0,-0.1,-0.178,,-7.6,-8.3,-15.9,-0.1
273,B.J. Johnson\johnsbj01,SF,26,ORL,4,65,12.4,.520,.400,.000,9.8,14.8,12.3,0.0,0.0,1.4,0.0,16.7,,0.1,0.0,0.1,.063,,-0.5,-4.1,-4.6,0.0
274,Cameron Johnson\johnsca02,PF,25,PHO,53,1379,15.0,.623,.643,.156,2.7,14.3,8.6,6.6,1.6,0.8,6.0,16.8,,2.6,2.0,4.6,.160,,1.9,0.8,2.7,1.6
275,David Johnson\johnsda08,SG,20,TOR,2,2,-20.1,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,,0.0,0.0,0.0,-0.507,,-18.7,-8.9,-27.6,0.0
276,Jalen Johnson\johnsja05,PF,20,ATL,13,58,10.3,.578,.368,.316,0.0,27.9,14.1,2.5,0.0,0.0,12.2,18.6,,0.0,0.0,0.0,.018,,-2.6,-2.0,-4.6,0.0
277,James Johnson\johnsja01,PF,34,BRK,41,778,11.0,.520,.242,.171,5.5,13.9,9.8,13.8,1.3,1.7,11.3,14.2,,0.6,0.6,1.1,.070,,-2.3,-0.3,-2.5,-0.1
278,Joe Johnson\johnsjo02,SG,40,BOS,1,2,39.6,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,,0.0,0.0,0.0,.341,,12.1,2.7,14.8,0.0
279,Keldon Johnson\johnske04,SF,22,SAS,53,1653,14.4,.572,.365,.216,3.4,16.9,10.1,8.2,1.1,0.4,8.4,20.3,,1.8,1.3,3.1,.090,,0.3,-1.3,-1.0,0.4
280,Keon Johnson\johnske07,SG,19,LAC,15,135,9.6,.440,.216,.412,4.8,11.4,8.2,13.9,2.5,1.3,10.4,21.8,,-0.1,0.2,0.1,.020,,-5.9,0.1,-5.8,-0.1
281,Stanley Johnson\johnsst04,PF,25,LAL,23,509,10.4,.578,.427,.265,3.4,12.0,7.7,7.7,1.6,1.8,9.1,12.1,,0.5,0.5,1.0,.094,,-3.3,0.2,-3.1,-0.1
282,Tyler Johnson\johnsty01,PG,29,TOT,6,91,7.3,.425,.650,.000,3.5,10.6,7.1,9.5,1.6,2.8,9.1,10.6,,0.0,0.1,0.1,.036,,-3.7,0.7,-3.0,0.0
282,Tyler Johnson\johnsty01,PG,29,PHI,3,38,9.7,.550,.700,.000,3.0,14.4,8.7,7.4,1.3,2.4,9.1,13.1,,0.0,0.0,0.1,.078,,-2.3,0.4,-1.9,0.0
282,Tyler Johnson\johnsty01,PG,29,SAS,3,53,5.6,.300,.600,.000,3.9,8.0,5.9,10.9,1.8,3.1,9.1,8.8,,0.0,0.0,0.0,.005,,-4.7,1.0,-3.7,0.0
283,Nikola Jokić\jokicni01,C,26,DEN,50,1649,32.9,.659,.248,.327,9.5,36.2,23.1,43.6,2.0,2.1,16.0,31.3,,7.4,3.0,10.4,.302,,9.5,4.8,14.3,6.8
284,Carlik Jones\jonesca03,PG,24,TOT,5,23,-1.6,.202,.111,.222,4.7,9.6,7.2,26.9,2.2,0.0,23.3,25.0,,-0.2,0.0,-0.1,-0.280,,-11.2,-4.1,-15.3,-0.1
284,Carlik Jones\jonesca03,PG,24,DAL,3,19,-3.9,.127,.143,.286,5.7,11.7,8.7,32.5,2.6,0.0,27.6,25.6,,-0.2,0.0,-0.1,-0.333,,-12.9,-4.2,-17.1,-0.1
284,Carlik Jones\jonesca03,PG,24,DEN,2,4,9.3,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,-0.026,,-2.8,-3.7,-6.5,0.0
285,Damian Jones\jonesda03,C,26,SAC,37,564,17.3,.685,.099,.468,9.9,18.0,13.9,10.9,0.9,3.5,17.9,15.7,,1.3,0.4,1.7,.141,,-0.5,-0.1,-0.6,0.2
286,Derrick Jones Jr.\jonesde02,PF,24,CHI,32,556,14.9,.672,.299,.378,7.7,13.4,10.6,4.1,1.4,3.6,9.7,13.0,,1.3,0.5,1.8,.159,,-0.5,0.9,0.4,0.3
287,Herbert Jones\joneshe01,PF,23,NOP,53,1587,13.0,.590,.266,.273,4.6,9.9,7.2,10.2,2.5,2.9,13.0,13.5,,1.8,1.5,3.4,.103,,-1.6,1.3,-0.4,0.6
288,Jemerrio Jones\jonesje01,SF,26,LAL,2,15,14.9,.667,.000,.000,14.3,7.0,10.6,0.0,3.2,0.0,0.0,8.6,,0.0,0.0,0.1,.178,,-1.0,0.0,-1.0,0.0
289,Kai Jones\joneska01,C,21,CHO,17,48,7.2,.627,.182,.364,4.2,13.5,8.7,11.5,0.0,0.0,28.2,15.6,,0.0,0.0,0.0,-0.024,,-5.6,-3.2,-8.8,-0.1
290,Mason Jones\jonesma05,SG,23,LAL,2,9,-2.3,.282,.250,.250,11.9,11.7,11.8,0.0,5.3,0.0,10.1,47.2,,-0.1,0.0,-0.1,-0.444,,-13.3,-4.4,-17.8,0.0
291,Tre Jones\jonestr01,PG,22,SAS,45,607,14.7,.558,.111,.228,3.1,11.7,7.3,23.7,1.5,0.0,10.8,15.5,,1.1,0.4,1.5,.119,,-1.1,0.0,-1.1,0.1
292,Tyus Jones\jonesty01,PG,25,MEM,51,1047,16.2,.541,.360,.114,1.3,11.8,6.5,27.3,2.1,0.2,8.7,15.9,,2.2,1.0,3.2,.148,,0.8,0.5,1.3,0.9
293,DeAndre Jordan\jordade01,C,33,LAL,31,399,17.7,.657,.000,.284,13.2,31.6,22.5,4.6,1.2,5.7,16.8,12.8,,0.7,0.7,1.4,.166,,-1.4,0.9,-0.5,0.2
294,Cory Joseph\josepco01,PG,30,DET,45,1082,12.1,.578,.376,.280,1.9,9.7,5.6,24.9,1.3,1.0,16.8,15.0,,1.2,0.4,1.6,.071,,-1.6,-0.6,-2.2,-0.1
295,Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,48,6.0,.535,.364,.818,9.0,8.6,8.8,0.0,1.0,2.0,21.1,17.0,,0.0,0.0,0.0,-0.004,,-5.8,-2.2,-8.0,-0.1
296,Frank Kaminsky\kaminfr01,C,28,PHO,9,181,21.7,.635,.227,.303,6.6,17.2,12.0,10.3,2.1,3.4,6.3,19.0,,0.6,0.3,0.9,.239,,2.5,2.3,4.8,0.3
297,Luke Kennard\kennalu01,SG,25,LAC,48,1341,12.9,.603,.669,.116,0.9,12.1,6.7,11.7,1.1,0.3,7.8,16.3,,1.9,1.1,3.0,.108,,0.6,0.0,0.6,0.9
298,Braxton Key\keybr01,SF,24,PHI,2,6,9.4,.500,.500,.000,18.7,18.2,18.5,25.6,8.3,0.0,50.0,30.1,,0.0,0.0,0.0,-0.161,,-9.4,3.3,-6.1,0.0
299,George King\kingge03,SF,28,DAL,4,19,-12.3,.085,.800,.400,0.0,29.2,14.4,0.0,0.0,0.0,14.5,16.2,,-0.1,0.0,-0.1,-0.291,,-16.4,-3.4,-19.9,-0.1
300,Louis King\kinglo02,SF,22,SAC,10,104,8.4,.438,.574,.213,0.0,12.5,6.2,12.4,0.9,0.8,0.0,21.1,,0.0,0.0,0.0,.008,,-2.8,-1.9,-4.6,-0.1
301,Corey Kispert\kispeco01,SF,22,WAS,50,955,10.8,.545,.577,.154,3.9,10.3,7.2,7.2,0.8,1.1,7.2,14.9,,0.8,0.4,1.2,.059,,-0.9,-1.6,-2.5,-0.1
302,Maxi Kleber\klebima01,PF,30,DAL,40,1001,12.1,.577,.742,.150,5.3,21.3,13.2,6.5,1.0,3.4,10.2,12.7,,1.0,1.6,2.6,.125,,-0.6,1.2,0.7,0.7
303,Brandon Knight\knighbr03,PG,30,DAL,3,54,17.2,.638,.650,.400,0.0,14.4,7.1,23.0,0.9,0.0,14.5,22.8,,0.1,0.1,0.2,.171,,-0.4,-0.9,-1.3,0.0
304,Nathan Knight\knighna01,PF,24,MIN,28,194,16.8,.580,.143,.804,11.7,21.0,16.2,10.1,1.0,3.5,13.7,18.9,,0.4,0.2,0.6,.149,,-1.6,-0.1,-1.8,0.0
305,Kevin Knox\knoxke01,SF,22,TOT,20,157,10.0,.497,.679,.179,5.4,15.2,10.3,6.5,1.0,0.6,10.4,18.9,,0.0,0.1,0.1,.025,,-1.3,-2.1,-3.4,-0.1
305,Kevin Knox\knoxke01,SF,22,NYK,13,111,12.0,.529,.700,.250,7.6,13.8,10.6,4.2,0.9,0.9,10.1,19.6,,0.1,0.1,0.1,.062,,0.6,-2.2,-1.6,0.0
305,Kevin Knox\knoxke01,SF,22,ATL,7,46,5.4,.406,.625,.000,0.0,18.8,9.5,12.0,1.1,0.0,11.1,17.1,,-0.1,0.0,-0.1,-0.062,,-5.9,-1.7,-7.6,-0.1
306,John Konchar\konchjo01,SG,25,MEM,50,925,13.6,.611,.495,.181,6.5,18.8,12.5,9.7,1.9,1.5,9.7,9.7,,1.7,1.2,2.8,.146,,0.2,1.2,1.4,0.8
307,Furkan Korkmaz\korkmfu01,SG,24,PHI,49,1175,11.3,.507,.549,.181,1.4,11.9,6.7,14.3,1.3,0.5,8.1,17.9,,0.4,1.0,1.4,.059,,-1.7,-0.9,-2.5,-0.2
308,Luke Kornet\kornelu01,C,26,TOT,3,18,6.6,.273,.167,.500,18.5,5.8,12.0,7.3,0.0,4.9,0.0,17.9,,0.0,0.0,0.0,-0.006,,-7.9,-4.4,-12.3,0.0
308,Luke Kornet\kornelu01,C,26,CLE,2,15,8.9,.316,.200,.600,15.0,7.0,10.9,8.8,0.0,5.9,0.0,18.6,,0.0,0.0,0.0,.023,,-6.6,-3.2,-9.9,0.0
308,Luke Kornet\kornelu01,C,26,MIL,1,3,-5.1,.000,.000,.000,35.9,0.0,17.6,0.0,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,-0.154,,-14.2,-10.4,-24.7,0.0
